"Team1","Team2","Player1","Player2","Player3","Player4","Salary","Proj","Value"
"ARI","OAK","Ketel Marte","Sergio Alcantara","Billy McKinney","Seth Brown",13700,35.3,2.6
"ARI","LAA","David Peralta","Seth Beer","Jose Rojas","Shohei Ohtani",15600,35.3,2.3
"ARI","NYM","Christian Walker","David Peralta","Pete Alonso","Starling Marte",18200,35.3,1.9
"ARI","COL","Daulton Varsho","Sergio Alcantara","Connor Joe","Kris Bryant",14200,35.3,2.5
"ARI","OAK","David Peralta","Pavin Smith","Sean Murphy","Seth Brown",14900,35.3,2.4
"ARI","PHI","David Peralta","Pavin Smith","Bryson Stott","J.T. Realmuto",16500,35.3,2.1
"ARI","PHI","David Peralta","Pavin Smith","Garrett Stubbs","J.T. Realmuto",15100,35.3,2.3
"ARI","LAD","Christian Walker","Pavin Smith","Mookie Betts","Will Smith",15600,35.3,2.3
"ARI","SF","Geraldo Perdomo","Pavin Smith","Brandon Belt","Brandon Crawford",16900,35.3,2.1
"ARI","PHI","Geraldo Perdomo","Yonny Hernandez","Kyle Schwarber","Rhys Hoskins",18400,35.3,1.9
"ARI","PHI","Jordan Luplow","Pavin Smith","J.T. Realmuto","Jean Segura",16400,35.3,2.2
"ATL","HOU","Matt Olson","Ozzie Albies","Michael Brantley","Yordan Alvarez",19300,35.3,1.8
"ATL","SF","Matt Olson","Travis d'Arnaud","Brandon Belt","Thairo Estrada",17300,35.3,2
"ATL","PHI","Austin Riley","Matt Olson","Jean Segura","Johan Camargo",16200,35.3,2.2
"ATL","LAD","Austin Riley","Matt Olson","Freddie Freeman","Trea Turner",19900,35.3,1.8
"ATL","PHI","Matt Olson","Orlando Arcia","Johan Camargo","Nick Castellanos",15400,35.3,2.3
"ATL","PHI","Austin Riley","Manny Pina","Jean Segura","Kyle Schwarber",16500,35.3,2.1
"ATL","PHI","Guillermo Heredia","Matt Olson","Jean Segura","Nick Castellanos",17300,35.3,2
"ATL","PHI","Manny Pina","Orlando Arcia","Kyle Schwarber","Nick Castellanos",15700,35.3,2.2
"BAL","PHI","Cedric Mullins","Ramon Urias","Johan Camargo","Rhys Hoskins",16200,35.3,2.2
"BAL","PHI","Jorge Mateo","Ryan Mountcastle","Didi Gregorius","Kyle Schwarber",16400,35.3,2.2
"CHC","LAD","Frank Schwindel","Willson Contreras","Trea Turner","Will Smith",18600,35.3,1.9
"CHC","SF","Frank Schwindel","Ian Happ","Brandon Belt","Mike Yastrzemski",17500,35.3,2
"CIN","PHI","Jonathan India","Kyle Farmer","Johan Camargo","Nick Castellanos",15200,35.3,2.3
"CIN","PHI","Joey Votto","Tyler Stephenson","Didi Gregorius","Jean Segura",15800,35.3,2.2
"COL","PHI","Connor Joe","Kris Bryant","Bryson Stott","Rhys Hoskins",17800,35.3,2
"COL","PHI","Connor Joe","Kris Bryant","Garrett Stubbs","Rhys Hoskins",16400,35.3,2.2
"COL","HOU","Connor Joe","Kris Bryant","Yordan Alvarez","Yuli Gurriel",17800,35.3,2
"COL","WSH","Charlie Blackmon","Kris Bryant","Alcides Escobar","Nelson Cruz",17100,35.3,2.1
"COL","LAA","C.J. Cron","Ryan McMahon","Jose Rojas","Shohei Ohtani",17200,35.3,2.1
"COL","PHI","Brendan Rodgers","Charlie Blackmon","Johan Camargo","Rhys Hoskins",15700,35.3,2.2
"COL","PHI","Kris Bryant","Sam Hilliard","Johan Camargo","Nick Castellanos",15500,35.3,2.3
"COL","PHI","Colton Welker","Sam Hilliard","Bryce Harper","Kyle Schwarber",16500,35.3,2.1
"HOU","SF","Alex Bregman","Michael Brantley","Brandon Belt","Thairo Estrada",18400,35.3,1.9
"HOU","LAD","Chas McCormick","Kyle Tucker","Trea Turner","Will Smith",17900,35.3,2
"HOU","LAA","Alex Bregman","Chas McCormick","Jared Walsh","Shohei Ohtani",18300,35.3,1.9
"HOU","PHI","Kyle Tucker","Martin Maldonado","Didi Gregorius","Rhys Hoskins",17600,35.3,2
"HOU","PHI","Aledmys Diaz","Michael Brantley","Jean Segura","Nick Castellanos",18300,35.3,1.9
"LAA","WSH","Jose Rojas","Shohei Ohtani","Alcides Escobar","Juan Soto",19200,35.3,1.8
"LAA","OAK","Max Stassi","Shohei Ohtani","Jed Lowrie","Sean Murphy",18400,35.3,1.9
"LAA","OAK","Max Stassi","Shohei Ohtani","Jed Lowrie","Seth Brown",17000,35.3,2.1
"LAA","WSH","Andrew Velazquez","Shohei Ohtani","Josh Bell","Juan Soto",18900,35.3,1.9
"LAA","SF","Jared Walsh","Taylor Ward","Brandon Belt","Darin Ruf",16300,35.3,2.2
"LAA","SF","Jared Walsh","Jo Adell","Brandon Belt","Joc Pederson",16500,35.3,2.1
"LAD","PHI","Mookie Betts","Will Smith","Alec Bohm","Nick Castellanos",19000,35.3,1.9
"LAD","PHI","Freddie Freeman","Will Smith","Bryson Stott","Kyle Schwarber",18700,35.3,1.9
"LAD","PHI","Freddie Freeman","Will Smith","Garrett Stubbs","Kyle Schwarber",17300,35.3,2
"LAD","WSH","Chris Taylor","Trea Turner","Cesar Hernandez","Josh Bell",18400,35.3,1.9
"LAD","PHI","Edwin Rios","Freddie Freeman","Alec Bohm","Bryce Harper",16900,35.3,2.1
"LAD","PHI","Hanser Alberto","Will Smith","Jean Segura","Rhys Hoskins",16000,35.3,2.2
"MIL","SF","Hunter Renfroe","Willy Adames","Darin Ruf","Mike Yastrzemski",16600,35.3,2.1
"MIL","PHI","Hunter Renfroe","Kolten Wong","Bryson Stott","Nick Castellanos",18600,35.3,1.9
"MIL","PHI","Hunter Renfroe","Kolten Wong","Garrett Stubbs","Nick Castellanos",17200,35.3,2.1
"MIL","TB","Hunter Renfroe","Kolten Wong","Ji-Man Choi","Wander Franco",17400,35.3,2
"MIL","WSH","Andrew McCutchen","Hunter Renfroe","Alcides Escobar","Nelson Cruz",17700,35.3,2
"MIL","WSH","Christian Yelich","Rowdy Tellez","Maikel Franco","Nelson Cruz",15100,35.3,2.3
"MIL","PHI","Andrew McCutchen","Lorenzo Cain","Johan Camargo","Kyle Schwarber",15400,35.3,2.3
"MIL","PHI","Christian Yelich","Tyrone Taylor","Didi Gregorius","Kyle Schwarber",18200,35.3,1.9
"NYM","SD","Pete Alonso","Starling Marte","Austin Nola","Manny Machado",19600,35.3,1.8
"NYM","PHI","James McCann","Robinson Cano","J.T. Realmuto","Johan Camargo",14900,35.3,2.4
"NYM","PHI","Jeff McNeil","Travis Jankowski","Didi Gregorius","Rhys Hoskins",16600,35.3,2.1
"NYM","PHI","Luis Guillorme","Pete Alonso","Kyle Schwarber","Rhys Hoskins",18000,35.3,2
"OAK","TB","Chad Pinder","Tony Kemp","Brandon Lowe","Yandy Diaz",16600,35.3,2.1
"OAK","WSH","Sean Murphy","Sheldon Neuse","Cesar Hernandez","Juan Soto",18000,35.3,2
"OAK","WSH","Seth Brown","Sheldon Neuse","Cesar Hernandez","Juan Soto",16600,35.3,2.1
"OAK","PHI","Sean Murphy","Stephen Piscotty","Didi Gregorius","J.T. Realmuto",18400,35.3,1.9
"OAK","PHI","Seth Brown","Stephen Piscotty","Didi Gregorius","J.T. Realmuto",17000,35.3,2.1
"OAK","PHI","Christian Bethancourt","Sheldon Neuse","J.T. Realmuto","Kyle Schwarber",16100,35.3,2.2
"PHI","WSH","Nick Castellanos","Rhys Hoskins","Alcides Escobar","Donovan Casey",17800,35.3,2
"PHI","WSH","Nick Castellanos","Rhys Hoskins","Alcides Escobar","Lucius Fox",18000,35.3,2
"PHI","TB","J.T. Realmuto","Jean Segura","Harold Ramirez","Yandy Diaz",18500,35.3,1.9
"PHI","WSH","Jean Segura","Nick Castellanos","Maikel Franco","Riley Adams",15900,35.3,2.2
"PHI","PIT","Jean Segura","Nick Castellanos","Dan Vogelbach","Yoshi Tsutsugo",19000,35.3,1.9
"PHI","TB","Jean Segura","Rhys Hoskins","Francisco Mejia","Taylor Walls",16000,35.3,2.2
"PHI","SD","Didi Gregorius","Nick Castellanos","C.J. Abrams","Luke Voit",16500,35.3,2.1
"PHI","TB","Didi Gregorius","Jean Segura","Ji-Man Choi","Manuel Margot",16000,35.3,2.2
"PHI","SD","Nick Castellanos","Simon Muzziotti","Jake Cronenworth","Manny Machado",17500,35.3,2
"PHI","WSH","Nick Castellanos","Simon Muzziotti","Cesar Hernandez","Lane Thomas",15600,35.3,2.3
"PIT","TB","Jake Marisnick","Ke'Bryan Hayes","Brandon Lowe","Wander Franco",18000,35.3,2
"PIT","SF","Bryan Reynolds","Cole Tucker","Brandon Belt","Mike Yastrzemski",17500,35.3,2
"SD","SF","Trent Grisham","Wil Myers","Brandon Belt","Joey Bart",15000,35.3,2.4
"SD","SF","Austin Nola","Trent Grisham","Brandon Belt","Thairo Estrada",16600,35.3,2.1
"SF","WSH","Brandon Belt","Wilmer Flores","Keibert Ruiz","Lane Thomas",15800,35.3,2.2
"ARI","CHC","Daulton Varsho","Ketel Marte","Frank Schwindel","Ian Happ",17000,35.3,2.1
"ARI","HOU","Christian Walker","Ketel Marte","Chas McCormick","Kyle Tucker",16500,35.3,2.1
"ARI","PHI","Geraldo Perdomo","Ketel Marte","Nick Castellanos","Simon Muzziotti",17400,35.3,2
"ARI","TB","Geraldo Perdomo","Seth Beer","Brandon Lowe","Wander Franco",17700,35.3,2
"ATL","LAD","Adam Duvall","Austin Riley","Mookie Betts","Will Smith",17300,35.3,2
"ATL","LAD","Dansby Swanson","Ozzie Albies","Mookie Betts","Trea Turner",19900,35.3,1.8
"CHC","PHI","Frank Schwindel","Nick Madrigal","Bryce Harper","Simon Muzziotti",16800,35.3,2.1
"CHC","PHI","Frank Schwindel","Michael Hermosillo","J.T. Realmuto","Johan Camargo",15400,35.3,2.3
"CIN","WSH","Jonathan India","Tyler Stephenson","Cesar Hernandez","Nelson Cruz",14900,35.3,2.4
"CIN","PHI","Mike Moustakas","Tommy Pham","J.T. Realmuto","Johan Camargo",13100,35.3,2.7
"COL","WSH","Connor Joe","Ryan McMahon","Keibert Ruiz","Nelson Cruz",16700,35.3,2.1
"HOU","PHI","Jose Altuve","Kyle Tucker","Didi Gregorius","Matt Vierling",18000,35.3,2
"HOU","LAD","Alex Bregman","Kyle Tucker","Mookie Betts","Will Smith",19700,35.3,1.8
"HOU","LAD","Chas McCormick","Jose Altuve","Mookie Betts","Will Smith",17900,35.3,2
"LAA","PIT","Jared Walsh","Shohei Ohtani","Bryan Reynolds","Jake Marisnick",17500,35.3,2
"LAA","SF","Jared Walsh","Shohei Ohtani","Darin Ruf","Steven Duggar",15900,35.3,2.2
"LAA","NYM","Jared Walsh","Shohei Ohtani","Jeff McNeil","Pete Alonso",18900,35.3,1.9
"LAA","TB","Jose Rojas","Shohei Ohtani","Mike Zunino","Wander Franco",18400,35.3,1.9
"LAA","LAD","Jose Rojas","Shohei Ohtani","Justin Turner","Mookie Betts",17700,35.3,2
"LAA","WSH","Shohei Ohtani","Tyler Wade","Keibert Ruiz","Nelson Cruz",16800,35.3,2.1
"LAD","SF","Mookie Betts","Trea Turner","Darin Ruf","Wilmer Flores",18000,35.3,2
"LAD","OAK","Freddie Freeman","Justin Turner","Jed Lowrie","Tony Kemp",16200,35.3,2.2
"LAD","TB","Chris Taylor","Edwin Rios","Brandon Lowe","Wander Franco",17000,35.3,2.1
"LAD","PHI","Edwin Rios","Justin Turner","Bryce Harper","Simon Muzziotti",14800,35.3,2.4
"LAD","PHI","Gavin Lux","Justin Turner","Kyle Schwarber","Matt Vierling",15300,35.3,2.3
"LAD","PHI","Austin Barnes","Edwin Rios","Bryce Harper","Matt Vierling",13900,35.3,2.5
"MIL","SF","Andrew McCutchen","Kolten Wong","Brandon Belt","Thairo Estrada",17200,35.3,2.1
"NYM","PHI","Francisco Lindor","Pete Alonso","Nick Castellanos","Simon Muzziotti",19500,35.3,1.8
"OAK","TB","Jed Lowrie","Tony Kemp","Josh Lowe","Wander Franco",15400,35.3,2.3
"ATL","SF","Eddie Rosario","Marcell Ozuna","Brandon Belt","Brandon Crawford",18200,35.3,1.9
"BAL","SF","Ryan Mountcastle","Trey Mancini","Brandon Belt","Brandon Crawford",16800,35.3,2.1
"COL","MIL","Connor Joe","Kris Bryant","Christian Yelich","Willy Adames",17500,35.3,2
"COL","OAK","C.J. Cron","Connor Joe","Elvis Andrus","Sean Murphy",16500,35.3,2.1
"COL","OAK","C.J. Cron","Connor Joe","Elvis Andrus","Seth Brown",15100,35.3,2.3
"COL","WSH","Charlie Blackmon","Connor Joe","Josh Bell","Juan Soto",18900,35.3,1.9
"COL","OAK","Connor Joe","Randal Grichuk","Sean Murphy","Seth Brown",15300,35.3,2.3
"LAD","SF","Freddie Freeman","Mookie Betts","Brandon Crawford","Steven Duggar",18300,35.3,1.9
"LAD","MIL","Freddie Freeman","Mookie Betts","Kolten Wong","Willy Adames",18800,35.3,1.9
"OAK","TB","Sean Murphy","Sheldon Neuse","Brandon Lowe","Mike Zunino",18200,35.3,1.9
"OAK","TB","Seth Brown","Sheldon Neuse","Brandon Lowe","Mike Zunino",16800,35.3,2.1
"PHI","WSH","J.T. Realmuto","Matt Vierling","Juan Soto","Riley Adams",17000,35.3,2.1
"SD","WSH","Jake Cronenworth","Luke Voit","Maikel Franco","Nelson Cruz",15100,35.3,2.3
"SF","TB","Brandon Belt","Mike Yastrzemski","Josh Lowe","Taylor Walls",15000,35.3,2.4
"SF","TB","Brandon Belt","Steven Duggar","Mike Zunino","Randy Arozarena",17400,35.3,2
"SF","TB","Brandon Belt","Joey Bart","Ji-Man Choi","Mike Zunino",16500,35.3,2.1
"TB","WSH","Brandon Lowe","Mike Zunino","Alcides Escobar","Cesar Hernandez",18500,35.3,1.9
"ARI","PIT","Daulton Varsho","Ketel Marte","Ke'Bryan Hayes","Yoshi Tsutsugo",17400,35.3,2
"ARI","TB","Daulton Varsho","Ketel Marte","Josh Lowe","Taylor Walls",14500,35.3,2.4
"ARI","LAD","Ketel Marte","Seth Beer","Freddie Freeman","Gavin Lux",17000,35.3,2.1
"ARI","SD","Ketel Marte","Seth Beer","Ha-Seong Kim","Jake Cronenworth",15700,35.3,2.2
"ARI","NYM","Christian Walker","Ketel Marte","Pete Alonso","Robinson Cano",17300,35.3,2
"ARI","MIL","Daulton Varsho","David Peralta","Christian Yelich","Rowdy Tellez",14800,35.3,2.4
"ARI","MIL","Ketel Marte","Pavin Smith","Christian Yelich","Rowdy Tellez",15800,35.3,2.2
"ARI","OAK","Daulton Varsho","Seth Beer","Chad Pinder","Tony Kemp",13500,35.3,2.6
"ARI","SD","Christian Walker","Daulton Varsho","Jake Cronenworth","Trent Grisham",14900,35.3,2.4
"ARI","MIL","Christian Walker","Daulton Varsho","Christian Yelich","Kolten Wong",15400,35.3,2.3
"ARI","HOU","Christian Walker","Daulton Varsho","Alex Bregman","Yordan Alvarez",17600,35.3,2
"ARI","TB","Daulton Varsho","Pavin Smith","Ji-Man Choi","Randy Arozarena",15300,35.3,2.3
"ARI","MIL","Geraldo Perdomo","Ketel Marte","Christian Yelich","Hunter Renfroe",18000,35.3,2
"ARI","SF","David Peralta","Geraldo Perdomo","Brandon Belt","Joc Pederson",15700,35.3,2.2
"ATL","COL","Matt Olson","Ozzie Albies","Kris Bryant","Ryan McMahon",18300,35.3,1.9
"ATL","SD","Ozzie Albies","Travis d'Arnaud","Manny Machado","Trent Grisham",17000,35.3,2.1
"ATL","COL","Marcell Ozuna","Ozzie Albies","Connor Joe","Kris Bryant",17300,35.3,2
"ATL","WSH","Austin Riley","Travis d'Arnaud","Lane Thomas","Nelson Cruz",15500,35.3,2.3
"ATL","PHI","Orlando Arcia","Ozzie Albies","Johan Camargo","Rhys Hoskins",15000,35.3,2.4
"ATL","PHI","Alex Dickerson","Ozzie Albies","Didi Gregorius","Kyle Schwarber",18100,35.3,2
"ATL","PHI","Manny Pina","Marcell Ozuna","Didi Gregorius","J.T. Realmuto",16800,35.3,2.1
"ATL","PHI","Guillermo Heredia","Ozzie Albies","Jean Segura","Rhys Hoskins",16900,35.3,2.1
"BAL","PHI","Anthony Santander","Austin Hays","Didi Gregorius","Jean Segura",16000,35.3,2.2
"BAL","PHI","Anthony Bemboom","Ramon Urias","J.T. Realmuto","Jean Segura",15700,35.3,2.2
"CHC","PHI","Patrick Wisdom","Willson Contreras","Johan Camargo","Kyle Schwarber",17100,35.3,2.1
"CHC","PHI","Frank Schwindel","Ian Happ","Kyle Schwarber","Matt Vierling",16200,35.3,2.2
"CHC","PHI","Patrick Wisdom","Seiya Suzuki","Matt Vierling","Rhys Hoskins",17800,35.3,2
"CHC","PHI","Frank Schwindel","Jonathan Villar","J.T. Realmuto","Matt Vierling",16900,35.3,2.1
"CHC","PHI","Clint Frazier","Jason Heyward","Jean Segura","Rhys Hoskins",16700,35.3,2.1
"CHC","PHI","Rafael Ortega","Yan Gomes","Bryce Harper","Rhys Hoskins",19000,35.3,1.9
"CIN","LAA","Aristides Aquino","Jonathan India","Jared Walsh","Shohei Ohtani",15800,35.3,2.2
"CIN","SF","Jonathan India","Tyler Stephenson","Brandon Belt","Darin Ruf",14800,35.3,2.4
"CIN","PHI","Aristides Aquino","Tyler Stephenson","Bryce Harper","Simon Muzziotti",13700,35.3,2.6
"CIN","PHI","Brandon Drury","Tyler Stephenson","Matt Vierling","Nick Castellanos",13500,35.3,2.6
"CIN","PHI","Joey Votto","Kyle Farmer","Matt Vierling","Nick Castellanos",15300,35.3,2.3
"CIN","PHI","Aramis Garcia","Aristides Aquino","Jean Segura","Nick Castellanos",14700,35.3,2.4
"CIN","PHI","Donovan Solano","Mike Moustakas","J.T. Realmuto","Nick Castellanos",16500,35.3,2.1
"COL","LAD","C.J. Cron","Connor Joe","Justin Turner","Will Smith",16400,35.3,2.2
"COL","PHI","Charlie Blackmon","Kris Bryant","Bryson Stott","Nick Castellanos",18300,35.3,1.9
"COL","PHI","Charlie Blackmon","Kris Bryant","Garrett Stubbs","Nick Castellanos",16900,35.3,2.1
"COL","TB","Charlie Blackmon","Kris Bryant","Ji-Man Choi","Wander Franco",17100,35.3,2.1
"COL","PHI","Connor Joe","Ryan McMahon","Didi Gregorius","Matt Vierling",15800,35.3,2.2
"COL","PHI","Connor Joe","Randal Grichuk","Bryson Stott","J.T. Realmuto",16900,35.3,2.1
"COL","PHI","Connor Joe","Randal Grichuk","Garrett Stubbs","J.T. Realmuto",15500,35.3,2.3
"COL","TB","C.J. Cron","Elias Diaz","Brandon Lowe","Randy Arozarena",18600,35.3,1.9
"COL","PHI","C.J. Cron","Jose Iglesias","Jean Segura","Matt Vierling",15200,35.3,2.3
"COL","PHI","C.J. Cron","Colton Welker","Didi Gregorius","J.T. Realmuto",17000,35.3,2.1
"COL","PHI","Kris Bryant","Yonathan Daza","Jean Segura","Rhys Hoskins",16200,35.3,2.2
"HOU","WSH","Kyle Tucker","Yordan Alvarez","Alcides Escobar","Nelson Cruz",19500,35.3,1.8
"HOU","LAD","Michael Brantley","Yuli Gurriel","Freddie Freeman","Mookie Betts",18400,35.3,1.9
"HOU","SF","Alex Bregman","Jose Altuve","Brandon Belt","Thairo Estrada",19900,35.3,1.8
"HOU","PHI","Jason Castro","Yordan Alvarez","Kyle Schwarber","Rhys Hoskins",18600,35.3,1.9
"HOU","PHI","Aledmys Diaz","Jose Altuve","Jean Segura","Nick Castellanos",19800,35.3,1.8
"HOU","PHI","Aledmys Diaz","Chas McCormick","Bryce Harper","Didi Gregorius",17800,35.3,2
"LAA","LAD","Jose Rojas","Shohei Ohtani","Chris Taylor","Freddie Freeman",17600,35.3,2
"LAA","SD","Anthony Rendon","Shohei Ohtani","Manny Machado","Wil Myers",17700,35.3,2
"LAA","PHI","Shohei Ohtani","Tyler Wade","Didi Gregorius","Matt Vierling",15900,35.3,2.2
"LAA","PHI","Shohei Ohtani","Taylor Ward","J.T. Realmuto","Simon Muzziotti",17600,35.3,2
"LAA","PHI","Anthony Rendon","Jared Walsh","Jean Segura","Johan Camargo",15600,35.3,2.3
"LAA","LAD","Anthony Rendon","Jared Walsh","Freddie Freeman","Trea Turner",19300,35.3,1.8
"LAA","LAD","Brandon Marsh","Jared Walsh","Mookie Betts","Trea Turner",18600,35.3,1.9
"LAA","TB","Jared Walsh","Taylor Ward","Brandon Lowe","Ji-Man Choi",17400,35.3,2
"LAA","PHI","Andrew Velazquez","Jared Walsh","Johan Camargo","Rhys Hoskins",14500,35.3,2.4
"LAA","PHI","Jose Rojas","Taylor Ward","Matt Vierling","Rhys Hoskins",14600,35.3,2.4
"LAA","PHI","Brandon Marsh","Jack Mayfield","J.T. Realmuto","Rhys Hoskins",17100,35.3,2.1
"LAD","NYM","Trea Turner","Will Smith","Pete Alonso","Robinson Cano",18700,35.3,1.9
"LAD","SD","Mookie Betts","Trea Turner","Austin Nola","Wil Myers",17800,35.3,2
"LAD","TB","Freddie Freeman","Trea Turner","Kevin Kiermaier","Randy Arozarena",18700,35.3,1.9
"LAD","SD","Freddie Freeman","Mookie Betts","Jake Cronenworth","Wil Myers",17600,35.3,2
"LAD","PHI","Chris Taylor","Will Smith","Nick Castellanos","Simon Muzziotti",16800,35.3,2.1
"LAD","OAK","Cody Bellinger","Mookie Betts","Jed Lowrie","Sean Murphy",16900,35.3,2.1
"LAD","OAK","Cody Bellinger","Mookie Betts","Jed Lowrie","Seth Brown",15500,35.3,2.3
"LAD","PHI","Cody Bellinger","Freddie Freeman","J.T. Realmuto","Simon Muzziotti",16300,35.3,2.2
"LAD","PHI","Gavin Lux","Trea Turner","Jean Segura","Johan Camargo",16200,35.3,2.2
"LAD","PHI","Austin Barnes","Chris Taylor","Jean Segura","Rhys Hoskins",16900,35.3,2.1
"MIL","SD","Christian Yelich","Hunter Renfroe","Jake Cronenworth","Manny Machado",18100,35.3,2
"MIL","WSH","Christian Yelich","Hunter Renfroe","Cesar Hernandez","Lane Thomas",16200,35.3,2.2
"MIL","WSH","Hunter Renfroe","Kolten Wong","Juan Soto","Maikel Franco",17700,35.3,2
"MIL","PHI","Andrew McCutchen","Hunter Renfroe","Bryson Stott","Nick Castellanos",18900,35.3,1.9
"MIL","PHI","Andrew McCutchen","Hunter Renfroe","Garrett Stubbs","Nick Castellanos",17500,35.3,2
"MIL","TB","Andrew McCutchen","Hunter Renfroe","Ji-Man Choi","Wander Franco",17700,35.3,2
"MIL","WSH","Rowdy Tellez","Willy Adames","Cesar Hernandez","Juan Soto",17500,35.3,2
"MIL","PHI","Hunter Renfroe","Mike Brosseau","Kyle Schwarber","Rhys Hoskins",18400,35.3,1.9
"NYM","PHI","Dominic Smith","Pete Alonso","Johan Camargo","Rhys Hoskins",16000,35.3,2.2
"NYM","TB","James McCann","Pete Alonso","Brandon Lowe","Wander Franco",19100,35.3,1.8
"NYM","PHI","Brandon Nimmo","Robinson Cano","J.T. Realmuto","Jean Segura",17500,35.3,2
"NYM","PHI","Dominic Smith","J.D. Davis","J.T. Realmuto","Rhys Hoskins",17000,35.3,2.1
"OAK","SD","Elvis Andrus","Tony Kemp","Manny Machado","Trent Grisham",15500,35.3,2.3
"OAK","WSH","Chad Pinder","Tony Kemp","Juan Soto","Lane Thomas",16000,35.3,2.2
"OAK","TB","Jed Lowrie","Sheldon Neuse","Brandon Lowe","Randy Arozarena",17300,35.3,2
"OAK","SF","Billy McKinney","Chad Pinder","Brandon Belt","Joc Pederson",14000,35.3,2.5
"OAK","PHI","Billy McKinney","Sheldon Neuse","Jean Segura","Matt Vierling",12900,35.3,2.7
"OAK","PHI","Billy McKinney","Cristian Pache","Johan Camargo","Nick Castellanos",13600,35.3,2.6
"OAK","PHI","Billy McKinney","Drew Jackson","Jean Segura","Nick Castellanos",15100,35.3,2.3
"OAK","PHI","Cristian Pache","Stephen Vogt","J.T. Realmuto","Rhys Hoskins",16600,35.3,2.1
"OAK","PHI","Kevin Smith","Stephen Piscotty","Bryce Harper","Nick Castellanos",18300,35.3,1.9
"PHI","PIT","Bryce Harper","Kyle Schwarber","Andrew Knapp","Cole Tucker",16800,35.3,2.1
"PHI","PIT","J.T. Realmuto","Rhys Hoskins","Jake Marisnick","Josh VanMeter",15800,35.3,2.2
"PHI","WSH","J.T. Realmuto","Kyle Schwarber","Riley Adams","Victor Robles",16300,35.3,2.2
"PHI","WSH","J.T. Realmuto","Jean Segura","Victor Robles","Yadiel Hernandez",15700,35.3,2.2
"PHI","SF","Jean Segura","Nick Castellanos","Curt Casali","Joc Pederson",16500,35.3,2.1
"PHI","TB","Bryce Harper","Johan Camargo","Brett Phillips","Wander Franco",16800,35.3,2.1
"PHI","PIT","Matt Vierling","Rhys Hoskins","Cole Tucker","Ke'Bryan Hayes",15900,35.3,2.2
"PHI","PIT","Matt Vierling","Rhys Hoskins","Kevin Newman","Michael Chavis",15100,35.3,2.3
"PHI","PIT","Kyle Schwarber","Matt Vierling","Bryan Reynolds","Cole Tucker",16200,35.3,2.2
"PHI","PIT","Bryce Harper","Simon Muzziotti","Bryan Reynolds","Yoshi Tsutsugo",17600,35.3,2
"PHI","TB","Jean Segura","Johan Camargo","Kevin Kiermaier","Randy Arozarena",15000,35.3,2.4
"PHI","SF","Alec Bohm","Bryce Harper","Joey Bart","Mike Yastrzemski",17000,35.3,2.1
"PHI","SD","Nick Castellanos","Simon Muzziotti","Luke Voit","Manny Machado",16600,35.3,2.1
"PHI","SF","Bryson Stott","Kyle Schwarber","Brandon Crawford","Mike Yastrzemski",19200,35.3,1.8
"PHI","SF","Garrett Stubbs","Kyle Schwarber","Brandon Crawford","Mike Yastrzemski",17800,35.3,2
"PIT","SF","Ke'Bryan Hayes","Yoshi Tsutsugo","Brandon Belt","Mike Yastrzemski",17900,35.3,2
"SD","SF","Manny Machado","Wil Myers","Brandon Crawford","Darin Ruf",16300,35.3,2.2
"SF","WSH","Brandon Belt","Thairo Estrada","Lane Thomas","Maikel Franco",15300,35.3,2.3
"TB","WSH","Josh Lowe","Mike Zunino","Josh Bell","Nelson Cruz",16900,35.3,2.1
"TB","WSH","Ji-Man Choi","Taylor Walls","Cesar Hernandez","Nelson Cruz",14900,35.3,2.4
"ARI","SF","David Peralta","Pavin Smith","Brandon Belt","Steven Duggar",14500,35.3,2.4
"CHC","PHI","Jonathan Villar","Patrick Wisdom","Didi Gregorius","Nick Castellanos",19800,35.3,1.8
"COL","WSH","Connor Joe","Kris Bryant","Cesar Hernandez","Maikel Franco",15000,35.3,2.4
"COL","SF","Charlie Blackmon","Elias Diaz","Brandon Belt","Mike Yastrzemski",17000,35.3,2.1
"LAD","WSH","Freddie Freeman","Mookie Betts","Josh Bell","Maikel Franco",18000,35.3,2
"LAD","SD","Freddie Freeman","Mookie Betts","Luke Voit","Wil Myers",16700,35.3,2.1
"MIL","SD","Christian Yelich","Hunter Renfroe","Luke Voit","Manny Machado",17200,35.3,2.1
"NYM","WSH","Francisco Lindor","Starling Marte","Josh Bell","Lane Thomas",19700,35.3,1.8
"OAK","SD","Sean Murphy","Tony Kemp","Austin Nola","Trent Grisham",15900,35.3,2.2
"OAK","SD","Seth Brown","Tony Kemp","Austin Nola","Trent Grisham",14500,35.3,2.4
"PHI","SD","J.T. Realmuto","Jean Segura","Austin Nola","Jose Azocar",15700,35.3,2.2
"PHI","PIT","Didi Gregorius","Nick Castellanos","Jake Marisnick","Roberto Perez",16500,35.3,2.1
"ARI","COL","Daulton Varsho","Ketel Marte","Charlie Blackmon","Elias Diaz",16500,35.3,2.1
"ARI","WSH","David Peralta","Ketel Marte","Cesar Hernandez","Victor Robles",15700,35.3,2.2
"ARI","MIL","David Peralta","Ketel Marte","Hunter Renfroe","Jace Peterson",16700,35.3,2.1
"ARI","SD","Ketel Marte","Seth Beer","Ha-Seong Kim","Luke Voit",14800,35.3,2.4
