"Team","Opp","Player1","Player2","Player3","Salary","Proj","Value"
"LAD","ATL - Fried ( L )","Justin Turner","Max Muncy","Mookie Betts",14600,23.1,1.6
"SD","CIN - Sanmartin ( L )","Ha-Seong Kim","Jurickson Profar","Manny Machado",10100,23.1,2.3
"MIL","PIT - Brubaker ( R )","Christian Yelich","Keston Hiura","Kolten Wong",12300,23.1,1.9
"CHC","TB - Wisler ( R )","Nick Madrigal","Nico Hoerner","Patrick Wisdom",12500,23.1,1.9
"TOR","@BOS - Eovaldi ( R )","Lourdes Gurriel","Matt Chapman","Santiago Espinal",9900,23.1,2.3
"CHC","TB - Wisler ( R )","Frank Schwindel","Michael Hermosillo","Nick Madrigal",11300,23.1,2
"BAL","@OAK - Irvin ( L )","Anthony Santander","Robinson Chirinos","Trey Mancini",8700,23.1,2.7
"HOU","LAA - Sandoval ( L )","Alex Bregman","Chas McCormick","Yuli Gurriel",12700,23.1,1.8
"COL","PHI - Gibson ( R )","C.J. Cron","Charlie Blackmon","Randal Grichuk",11700,23.1,2
"HOU","LAA - Sandoval ( L )","Alex Bregman","Jeremy Pena","Jose Siri",11900,23.1,1.9
"SEA","TEX - Gray ( R )","Adam Frazier","Eugenio Suarez","J.P. Crawford",12400,23.1,1.9
"CHC","TB - Wisler ( R )","Nico Hoerner","Patrick Wisdom","Yan Gomes",12100,23.1,1.9
"BAL","@OAK - Irvin ( L )","Austin Hays","Chris Owings","Ryan Mountcastle",9900,23.1,2.3
"SEA","TEX - Gray ( R )","Abraham Toro","Adam Frazier","Julio Rodriguez",12400,23.1,1.9
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Jurickson Profar","Trent Grisham",10800,23.1,2.1
"CHC","TB - Wisler ( R )","Frank Schwindel","Michael Hermosillo","Yan Gomes",10900,23.1,2.1
"TB","@CHC - Steele ( L )","Francisco Mejia","Randy Arozarena","Wander Franco",13500,23.1,1.7
"TB","@CHC - Steele ( L )","Kevin Kiermaier","Mike Zunino","Taylor Walls",10400,23.1,2.2
"TOR","@BOS - Eovaldi ( R )","Lourdes Gurriel","Matt Chapman","Zack Collins",10200,23.1,2.3
"SD","CIN - Sanmartin ( L )","Eric Hosmer","Jake Cronenworth","Wil Myers",10500,23.1,2.2
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Cristian Pache","Sean Murphy",9200,23.1,2.5
"WSH","ARI - Gilbert ( L )","Keibert Ruiz","Nelson Cruz","Riley Adams",11500,23.1,2
"SD","CIN - Sanmartin ( L )","Eric Hosmer","Jake Cronenworth","Luke Voit",10700,23.1,2.2
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Kevin Smith","Tony Kemp",8500,23.1,2.7
"PHI","@COL - Freeland ( L )","Garrett Stubbs","Johan Camargo","Kyle Schwarber",11300,23.1,2
"PHI","@COL - Freeland ( L )","Johan Camargo","Kyle Schwarber","Simon Muzziotti",11000,23.1,2.1
"MIN","@KC - Hernandez ( R )","Jorge Polanco","Luis Arraez","Ryan Jeffers",8100,23.1,2.8
"KC","MIN - Archer ( R )","Adalberto Mondesi","Carlos Santana","Michael A. Taylor",10400,23.1,2.2
"KC","MIN - Archer ( R )","Carlos Santana","Nicky Lopez","Whit Merrifield",12000,23.1,1.9
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Anthony Rendon","Mike Trout",12000,23.1,1.9
"SEA","TEX - Gray ( R )","Abraham Toro","Eugenio Suarez","Jarred Kelenic",12000,23.1,1.9
"SEA","TEX - Gray ( R )","Adam Frazier","J.P. Crawford","Jarred Kelenic",11700,23.1,2
"BAL","@OAK - Irvin ( L )","Chris Owings","Robinson Chirinos","Ryan Mountcastle",9100,23.1,2.5
"SD","CIN - Sanmartin ( L )","Austin Nola","Eric Hosmer","Jake Cronenworth",11000,23,2.1
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Keston Hiura","Kolten Wong",11800,23,2
"ATL","@LAD - Buehler ( R )","Austin Riley","Eddie Rosario","Matt Olson",8600,23,2.7
"SD","CIN - Sanmartin ( L )","Ha-Seong Kim","Jake Cronenworth","Wil Myers",10100,23,2.3
"MIN","@KC - Hernandez ( R )","Jorge Polanco","Max Kepler","Ryan Jeffers",8500,23,2.7
"SD","CIN - Sanmartin ( L )","Ha-Seong Kim","Jake Cronenworth","Luke Voit",10300,23,2.2
"CHC","TB - Wisler ( R )","Clint Frazier","Nick Madrigal","Yan Gomes",11100,23,2.1
"BAL","@OAK - Irvin ( L )","Cedric Mullins","Jorge Mateo","Ramon Urias",10800,23,2.1
"TOR","@BOS - Eovaldi ( R )","Matt Chapman","Raimel Tapia","Santiago Espinal",9000,23,2.6
"COL","PHI - Gibson ( R )","Brendan Rodgers","Jose Iglesias","Kris Bryant",11900,23,1.9
"KC","MIN - Archer ( R )","Andrew Benintendi","Bobby Witt Jr.","Nicky Lopez",11000,23,2.1
"SEA","TEX - Gray ( R )","Cal Raleigh","Jesse Winker","Ty France",11300,23,2
"PHI","@COL - Freeland ( L )","Garrett Stubbs","Matt Vierling","Rhys Hoskins",11300,23,2
"PHI","@COL - Freeland ( L )","Matt Vierling","Rhys Hoskins","Simon Muzziotti",11000,23,2.1
"ARI","@WAS - Adon ( R )","Daulton Varsho","Pavin Smith","Yonny Hernandez",10600,23,2.2
"KC","MIN - Archer ( R )","Michael A. Taylor","Nicky Lopez","Whit Merrifield",11600,23,2
"TB","@CHC - Steele ( L )","Brandon Lowe","Kevin Kiermaier","Taylor Walls",11300,23,2
"TOR","@BOS - Eovaldi ( R )","Cavan Biggio","Lourdes Gurriel","Vladimir Guerrero Jr.",12700,23,1.8
"HOU","LAA - Sandoval ( L )","Jose Altuve","Jose Siri","Martin Maldonado",11000,23,2.1
"OAK","BAL - Ellis ( R )","Cristian Pache","Sean Murphy","Sheldon Neuse",10300,23,2.2
"TEX","@SEA - Ray ( L )","Adolis Garcia","Marcus Semien","Mitch Garver",12100,23,1.9
"SD","CIN - Sanmartin ( L )","Austin Nola","Ha-Seong Kim","Jake Cronenworth",10600,23,2.2
"CHC","TB - Wisler ( R )","Michael Hermosillo","Nico Hoerner","Willson Contreras",11900,23,1.9
"OAK","BAL - Ellis ( R )","Kevin Smith","Sheldon Neuse","Tony Kemp",9600,23,2.4
"TOR","@BOS - Eovaldi ( R )","Matt Chapman","Raimel Tapia","Zack Collins",9300,23,2.5
"SEA","TEX - Gray ( R )","Abraham Toro","Julio Rodriguez","Ty France",11900,23,1.9
"SEA","TEX - Gray ( R )","Eugenio Suarez","J.P. Crawford","Ty France",11900,23,1.9
"TEX","@SEA - Ray ( L )","Corey Seager","Mitch Garver","Nate Lowe",12500,23,1.8
"OAK","BAL - Ellis ( R )","Billy McKinney","Sean Murphy","Tony Kemp",11000,23,2.1
"BAL","@OAK - Irvin ( L )","Austin Hays","Jorge Mateo","Ryan Mountcastle",9500,23,2.4
"OAK","BAL - Ellis ( R )","Cristian Pache","Drew Jackson","Elvis Andrus",7700,23,3
"LAA","@HOU - Valdez ( L )","Kurt Suzuki","Matt Duffy","Mike Trout",12000,23,1.9
"COL","PHI - Gibson ( R )","Brendan Rodgers","Charlie Blackmon","Jose Iglesias",11300,23,2
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Altuve","Jose Siri",11600,23,2
"BAL","@OAK - Irvin ( L )","Austin Hays","Ramon Urias","Trey Mancini",9500,23,2.4
"LAD","ATL - Fried ( L )","Justin Turner","Mookie Betts","Will Smith",13400,23,1.7
"ATL","@LAD - Buehler ( R )","Matt Olson","Ozzie Albies","Travis d'Arnaud",9000,23,2.6
"SEA","TEX - Gray ( R )","J.P. Crawford","Jarred Kelenic","Ty France",11200,23,2
"SEA","TEX - Gray ( R )","Abraham Toro","Cal Raleigh","Jesse Winker",12000,23,1.9
"PHI","@COL - Freeland ( L )","Bryson Stott","J.T. Realmuto","Matt Vierling",12500,22.9,1.8
"WSH","ARI - Gilbert ( L )","Juan Soto","Maikel Franco","Victor Robles",12300,22.9,1.9
"TB","@CHC - Steele ( L )","Josh Lowe","Mike Zunino","Wander Franco",12800,22.9,1.8
"SD","CIN - Sanmartin ( L )","Jurickson Profar","Luke Voit","Wil Myers",9100,22.9,2.5
"BAL","@OAK - Irvin ( L )","Jorge Mateo","Robinson Chirinos","Ryan Mountcastle",8700,22.9,2.6
"TOR","@BOS - Eovaldi ( R )","Cavan Biggio","Raimel Tapia","Vladimir Guerrero Jr.",11800,22.9,1.9
"OAK","BAL - Ellis ( R )","Cristian Pache","Kevin Smith","Sean Murphy",10100,22.9,2.3
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Cavan Biggio","Matt Chapman",11900,22.9,1.9
"SEA","TEX - Gray ( R )","Abraham Toro","Eugenio Suarez","J.P. Crawford",12600,22.9,1.8
"BAL","@OAK - Irvin ( L )","Ramon Urias","Robinson Chirinos","Trey Mancini",8700,22.9,2.6
"SD","CIN - Sanmartin ( L )","Austin Nola","Jurickson Profar","Wil Myers",9400,22.9,2.4
"MIL","PIT - Brubaker ( R )","Hunter Renfroe","Jace Peterson","Tyrone Taylor",11300,22.9,2
"CHC","TB - Wisler ( R )","Nico Hoerner","Patrick Wisdom","Seiya Suzuki",14200,22.9,1.6
"CHC","TB - Wisler ( R )","Frank Schwindel","Michael Hermosillo","Seiya Suzuki",13000,22.9,1.8
"TEX","@SEA - Ray ( L )","Andy Ibanez","Marcus Semien","Mitch Garver",11600,22.9,2
"KC","MIN - Archer ( R )","Andrew Benintendi","Hunter Dozier","Nicky Lopez",11000,22.9,2.1
"SD","CIN - Sanmartin ( L )","Austin Nola","Jurickson Profar","Luke Voit",9600,22.9,2.4
"MIL","PIT - Brubaker ( R )","Omar Narvaez","Rowdy Tellez","Tyrone Taylor",9600,22.9,2.4
"TB","@CHC - Steele ( L )","Kevin Kiermaier","Taylor Walls","Yandy Diaz",10200,22.9,2.2
"ARI","@WAS - Adon ( R )","Daulton Varsho","Seth Beer","Yonny Hernandez",11000,22.9,2.1
"MIN","@KC - Hernandez ( R )","Gary Sanchez","Luis Arraez","Nick Gordon",7200,22.9,3.2
"BAL","@OAK - Irvin ( L )","Anthony Santander","Austin Hays","Robinson Chirinos",9200,22.9,2.5
"BAL","@OAK - Irvin ( L )","Anthony Santander","Chris Owings","Ryan Mountcastle",10000,22.9,2.3
"ATL","@LAD - Buehler ( R )","Adam Duvall","Alex Dickerson","Matt Olson",7600,22.9,3
"WSH","ARI - Gilbert ( L )","Juan Soto","Maikel Franco","Riley Adams",11800,22.9,1.9
"TEX","@SEA - Ray ( L )","Marcus Semien","Mitch Garver","Nick Solak",12100,22.9,1.9
"WSH","ARI - Gilbert ( L )","Donovan Casey","Nelson Cruz","Yadiel Hernandez",9700,22.9,2.4
"WSH","ARI - Gilbert ( L )","Lucius Fox","Nelson Cruz","Yadiel Hernandez",10000,22.9,2.3
"SEA","TEX - Gray ( R )","Abraham Toro","J.P. Crawford","Jarred Kelenic",11900,22.9,1.9
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Victor Robles","Yadiel Hernandez",9800,22.9,2.3
"TB","@CHC - Steele ( L )","Brandon Lowe","Josh Lowe","Wander Franco",13700,22.9,1.7
"ARI","@WAS - Adon ( R )","Christian Walker","Ketel Marte","Yonny Hernandez",12400,22.9,1.8
"MIN","@KC - Hernandez ( R )","Gary Sanchez","Max Kepler","Nick Gordon",7600,22.9,3
"MIL","PIT - Brubaker ( R )","Hunter Renfroe","Keston Hiura","Rowdy Tellez",10900,22.9,2.1
"TEX","@SEA - Ray ( L )","Charlie Culberson","Corey Seager","Marcus Semien",12000,22.9,1.9
"HOU","LAA - Sandoval ( L )","Jose Siri","Kyle Tucker","Martin Maldonado",10600,22.8,2.2
"HOU","LAA - Sandoval ( L )","Alex Bregman","Jeremy Pena","Michael Brantley",12900,22.8,1.8
"MIL","PIT - Brubaker ( R )","Jace Peterson","Tyrone Taylor","Willy Adames",11400,22.8,2
"CHC","TB - Wisler ( R )","Clint Frazier","Nick Madrigal","Seiya Suzuki",13200,22.8,1.7
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","George Springer","Santiago Espinal",10400,22.8,2.2
"CHC","TB - Wisler ( R )","Clint Frazier","Seiya Suzuki","Yan Gomes",12800,22.8,1.8
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Cristian Pache","Tony Kemp",8000,22.8,2.9
"MIN","@KC - Hernandez ( R )","Gary Sanchez","Miguel Sano","Trevor Larnach",7100,22.8,3.2
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Riley Adams","Yadiel Hernandez",9300,22.8,2.5
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","George Springer","Zack Collins",10700,22.8,2.1
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Siri","Kyle Tucker",11200,22.8,2
"CHC","TB - Wisler ( R )","Clint Frazier","Michael Hermosillo","Patrick Wisdom",11600,22.8,2
"PHI","@COL - Freeland ( L )","Garrett Stubbs","J.T. Realmuto","Matt Vierling",11100,22.8,2.1
"PHI","@COL - Freeland ( L )","J.T. Realmuto","Matt Vierling","Simon Muzziotti",10800,22.8,2.1
"WSH","ARI - Gilbert ( L )","Alcides Escobar","Keibert Ruiz","Lane Thomas",12000,22.8,1.9
"MIL","PIT - Brubaker ( R )","Keston Hiura","Rowdy Tellez","Willy Adames",11000,22.8,2.1
"LAA","@HOU - Valdez ( L )","Jo Adell","Matt Duffy","Mike Trout",12900,22.8,1.8
"CHC","TB - Wisler ( R )","Frank Schwindel","Michael Hermosillo","Nico Hoerner",11200,22.8,2
"COL","PHI - Gibson ( R )","C.J. Cron","Randal Grichuk","Ryan McMahon",12100,22.8,1.9
"SEA","TEX - Gray ( R )","Adam Frazier","Eugenio Suarez","Julio Rodriguez",11700,22.8,1.9
"BAL","@OAK - Irvin ( L )","Anthony Santander","Jorge Mateo","Ryan Mountcastle",9600,22.8,2.4
"ATL","@LAD - Buehler ( R )","Adam Duvall","Marcell Ozuna","Matt Olson",8300,22.8,2.7
"WSH","ARI - Gilbert ( L )","Donovan Casey","Josh Bell","Nelson Cruz",11600,22.8,2
"WSH","ARI - Gilbert ( L )","Josh Bell","Lucius Fox","Nelson Cruz",11900,22.8,1.9
"MIN","@KC - Hernandez ( R )","Miguel Sano","Nick Gordon","Trevor Larnach",6600,22.8,3.4
"LAD","ATL - Fried ( L )","Chris Taylor","Cody Bellinger","Freddie Freeman",12300,22.8,1.8
"HOU","LAA - Sandoval ( L )","Jose Altuve","Martin Maldonado","Michael Brantley",12000,22.8,1.9
"OAK","BAL - Ellis ( R )","Cristian Pache","Sheldon Neuse","Tony Kemp",9100,22.8,2.5
"BAL","@OAK - Irvin ( L )","Anthony Santander","Ramon Urias","Trey Mancini",9600,22.8,2.4
"TB","@CHC - Steele ( L )","Josh Lowe","Wander Franco","Yandy Diaz",12600,22.7,1.8
"LAA","@HOU - Valdez ( L )","Matt Duffy","Mike Trout","Tyler Wade",11900,22.7,1.9
"SD","CIN - Sanmartin ( L )","Manny Machado","Matt Beaty","Trent Grisham",10600,22.7,2.1
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Josh Bell","Victor Robles",11700,22.7,1.9
"TB","@CHC - Steele ( L )","Harold Ramirez","Manuel Margot","Taylor Walls",9500,22.7,2.4
"HOU","LAA - Sandoval ( L )","Jose Siri","Martin Maldonado","Yordan Alvarez",11000,22.7,2.1
"SEA","TEX - Gray ( R )","Adam Frazier","Jarred Kelenic","Julio Rodriguez",11000,22.7,2.1
"CHC","TB - Wisler ( R )","Clint Frazier","Nick Madrigal","Nico Hoerner",11400,22.7,2
"OAK","BAL - Ellis ( R )","Elvis Andrus","Sean Murphy","Seth Brown",11500,22.7,2
"LAD","ATL - Fried ( L )","Chris Taylor","Freddie Freeman","Max Muncy",14500,22.7,1.6
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Altuve","Michael Brantley",12600,22.7,1.8
"CHC","TB - Wisler ( R )","Clint Frazier","Nico Hoerner","Yan Gomes",11000,22.7,2.1
"KC","MIN - Archer ( R )","Adalberto Mondesi","Carlos Santana","Nicky Lopez",11500,22.7,2
"BAL","@OAK - Irvin ( L )","Austin Hays","Ramon Urias","Robinson Chirinos",9200,22.7,2.5
"BAL","@OAK - Irvin ( L )","Chris Owings","Ramon Urias","Ryan Mountcastle",10000,22.7,2.3
"ATL","@LAD - Buehler ( R )","Adam Duvall","Austin Riley","Ozzie Albies",8700,22.7,2.6
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Josh Bell","Riley Adams",11200,22.7,2
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Jurickson Profar","Wil Myers",10000,22.7,2.3
"ATL","@LAD - Buehler ( R )","Adam Duvall","Eddie Rosario","Matt Olson",7900,22.7,2.9
"COL","PHI - Gibson ( R )","Connor Joe","Randal Grichuk","Sam Hilliard",10200,22.7,2.2
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Siri","Yordan Alvarez",11600,22.7,2
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Jurickson Profar","Luke Voit",10200,22.7,2.2
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Elvis Andrus","Sheldon Neuse",8400,22.7,2.7
"OAK","BAL - Ellis ( R )","Cristian Pache","Kevin Smith","Tony Kemp",8900,22.7,2.5
"SEA","TEX - Gray ( R )","Eugenio Suarez","Julio Rodriguez","Ty France",11200,22.7,2
"MIN","@KC - Hernandez ( R )","Gary Sanchez","Gio Urshela","Trevor Larnach",6700,22.6,3.4
"KC","MIN - Archer ( R )","Adalberto Mondesi","Michael A. Taylor","Nicky Lopez",11100,22.6,2
"SD","CIN - Sanmartin ( L )","Austin Nola","Jake Cronenworth","Jurickson Profar",10500,22.6,2.2
"COL","PHI - Gibson ( R )","Brendan Rodgers","Jose Iglesias","Ryan McMahon",11700,22.6,1.9
"MIL","PIT - Brubaker ( R )","Christian Yelich","Jace Peterson","Tyrone Taylor",11500,22.6,2
"ARI","@WAS - Adon ( R )","Carson Kelly","Ketel Marte","Yonny Hernandez",12900,22.6,1.8
"BAL","@OAK - Irvin ( L )","Cedric Mullins","Rougned Odor","Ryan Mountcastle",11500,22.6,2
"SEA","TEX - Gray ( R )","Cal Raleigh","Eugenio Suarez","Jesse Winker",11300,22.6,2
"SEA","TEX - Gray ( R )","Jarred Kelenic","Julio Rodriguez","Ty France",10500,22.6,2.2
"ATL","@LAD - Buehler ( R )","Austin Riley","Matt Olson","Travis d'Arnaud",8300,22.6,2.7
"LAD","ATL - Fried ( L )","Chris Taylor","Gavin Lux","Trea Turner",13300,22.6,1.7
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Marcell Ozuna","Matt Olson",8100,22.6,2.8
"TEX","@SEA - Ray ( L )","Adolis Garcia","Corey Seager","Mitch Garver",12600,22.6,1.8
"TOR","@BOS - Eovaldi ( R )","George Springer","Santiago Espinal","Zack Collins",9700,22.6,2.3
"ARI","@WAS - Adon ( R )","Christian Walker","Daulton Varsho","Yonny Hernandez",10800,22.6,2.1
"MIN","@KC - Hernandez ( R )","Gio Urshela","Nick Gordon","Trevor Larnach",6200,22.6,3.6
"CHC","TB - Wisler ( R )","Ian Happ","Patrick Wisdom","Willson Contreras",13900,22.6,1.6
"BAL","@OAK - Irvin ( L )","Cedric Mullins","Chris Owings","Jorge Mateo",10400,22.6,2.2
"LAD","ATL - Fried ( L )","Cody Bellinger","Freddie Freeman","Max Muncy",13500,22.6,1.7
"HOU","LAA - Sandoval ( L )","Kyle Tucker","Martin Maldonado","Michael Brantley",11600,22.6,1.9
"MIL","PIT - Brubaker ( R )","Christian Yelich","Keston Hiura","Rowdy Tellez",11100,22.6,2
"SEA","TEX - Gray ( R )","Abraham Toro","Eugenio Suarez","Julio Rodriguez",11900,22.6,1.9
"SEA","TEX - Gray ( R )","Adam Frazier","J.P. Crawford","Julio Rodriguez",11600,22.6,1.9
"CHC","TB - Wisler ( R )","Jonathan Villar","Patrick Wisdom","Willson Contreras",14700,22.6,1.5
"PHI","@COL - Freeland ( L )","Alec Bohm","Didi Gregorius","Matt Vierling",11500,22.6,2
"WSH","ARI - Gilbert ( L )","Juan Soto","Lane Thomas","Victor Robles",12500,22.6,1.8
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Elvis Andrus","Kevin Smith",8200,22.6,2.8
"BAL","@OAK - Irvin ( L )","Jorge Mateo","Ramon Urias","Ryan Mountcastle",9600,22.6,2.4
"SEA","TEX - Gray ( R )","Cal Raleigh","Jarred Kelenic","Jesse Winker",10600,22.6,2.1
"KC","MIN - Archer ( R )","Bobby Witt Jr.","Carlos Santana","Michael A. Taylor",8700,22.6,2.6
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Jace Peterson","Tyrone Taylor",11000,22.6,2.1
"TB","@CHC - Steele ( L )","Brett Phillips","Mike Zunino","Wander Franco",12700,22.5,1.8
"ARI","@WAS - Adon ( R )","Cooper Hummel","Daulton Varsho","Ketel Marte",12100,22.5,1.9
"ARI","@WAS - Adon ( R )","Daulton Varsho","Jake McCarthy","Ketel Marte",11700,22.5,1.9
"ARI","@WAS - Adon ( R )","Daulton Varsho","Jose Herrera","Ketel Marte",11000,22.5,2
"LAD","ATL - Fried ( L )","Chris Taylor","Freddie Freeman","Will Smith",13300,22.5,1.7
"MIL","PIT - Brubaker ( R )","Lorenzo Cain","Omar Narvaez","Tyrone Taylor",10000,22.5,2.3
"ATL","@LAD - Buehler ( R )","Dansby Swanson","Matt Olson","Ozzie Albies",9300,22.5,2.4
"HOU","LAA - Sandoval ( L )","Chas McCormick","Kyle Tucker","Michael Brantley",12200,22.5,1.8
"SEA","TEX - Gray ( R )","Eugenio Suarez","J.P. Crawford","Jarred Kelenic",11200,22.5,2
"CHC","TB - Wisler ( R )","Nick Madrigal","Seiya Suzuki","Yan Gomes",13000,22.5,1.7
"SEA","TEX - Gray ( R )","Abraham Toro","Jarred Kelenic","Julio Rodriguez",11200,22.5,2
"PHI","@COL - Freeland ( L )","Bryson Stott","Didi Gregorius","Jean Segura",13900,22.5,1.6
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Austin Riley","Ozzie Albies",8500,22.5,2.6
"BAL","@OAK - Irvin ( L )","Anthony Santander","Austin Hays","Ramon Urias",10100,22.5,2.2
"BAL","@OAK - Irvin ( L )","Austin Hays","Chris Owings","Trey Mancini",9100,22.5,2.5
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Eddie Rosario","Matt Olson",7700,22.5,2.9
"WSH","ARI - Gilbert ( L )","Juan Soto","Lane Thomas","Riley Adams",12000,22.5,1.9
"CHC","TB - Wisler ( R )","Michael Hermosillo","Nick Madrigal","Patrick Wisdom",11800,22.5,1.9
"SD","CIN - Sanmartin ( L )","Eric Hosmer","Ha-Seong Kim","Trent Grisham",9900,22.5,2.3
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Keston Hiura","Rowdy Tellez",10600,22.5,2.1
"MIL","PIT - Brubaker ( R )","Hunter Renfroe","Keston Hiura","Lorenzo Cain",11300,22.5,2
"CHC","TB - Wisler ( R )","Clint Frazier","Nico Hoerner","Seiya Suzuki",13100,22.5,1.7
"OAK","BAL - Ellis ( R )","Elvis Andrus","Kevin Smith","Sheldon Neuse",9300,22.5,2.4
"TEX","@SEA - Ray ( L )","Charlie Culberson","Marcus Semien","Mitch Garver",11200,22.5,2
"LAA","@HOU - Valdez ( L )","Jared Walsh","Matt Duffy","Shohei Ohtani",13400,22.5,1.7
"TEX","@SEA - Ray ( L )","Andy Ibanez","Corey Seager","Mitch Garver",12100,22.5,1.9
"WSH","ARI - Gilbert ( L )","Alcides Escobar","Nelson Cruz","Victor Robles",12300,22.5,1.8
"TB","@CHC - Steele ( L )","Ji-Man Choi","Mike Zunino","Wander Franco",13800,22.5,1.6
"CHC","TB - Wisler ( R )","Michael Hermosillo","Patrick Wisdom","Yan Gomes",11400,22.5,2
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Matt Duffy","Taylor Ward",11400,22.5,2
"LAD","ATL - Fried ( L )","Cody Bellinger","Gavin Lux","Trea Turner",12300,22.5,1.8
"MIL","PIT - Brubaker ( R )","Jace Peterson","Kolten Wong","Tyrone Taylor",10800,22.5,2.1
"OAK","BAL - Ellis ( R )","Billy McKinney","Elvis Andrus","Sean Murphy",10700,22.5,2.1
"TB","@CHC - Steele ( L )","Brandon Lowe","Brett Phillips","Wander Franco",13600,22.5,1.7
"COL","PHI - Gibson ( R )","Brendan Rodgers","C.J. Cron","Randal Grichuk",11600,22.5,1.9
"TEX","@SEA - Ray ( L )","Corey Seager","Mitch Garver","Nick Solak",12600,22.5,1.8
"WSH","ARI - Gilbert ( L )","Maikel Franco","Victor Robles","Yadiel Hernandez",9000,22.5,2.5
"COL","PHI - Gibson ( R )","Connor Joe","Kris Bryant","Randal Grichuk",12000,22.5,1.9
"LAD","ATL - Fried ( L )","Chris Taylor","Freddie Freeman","Justin Turner",13100,22.5,1.7
"SEA","TEX - Gray ( R )","J.P. Crawford","Julio Rodriguez","Ty France",11100,22.5,2
"BAL","@OAK - Irvin ( L )","Anthony Santander","Ramon Urias","Robinson Chirinos",9300,22.5,2.4
"BAL","@OAK - Irvin ( L )","Chris Owings","Robinson Chirinos","Trey Mancini",8300,22.5,2.7
"OAK","BAL - Ellis ( R )","Elvis Andrus","Seth Brown","Tony Kemp",10300,22.5,2.2
"HOU","LAA - Sandoval ( L )","Martin Maldonado","Michael Brantley","Yordan Alvarez",12000,22.4,1.9
"LAA","@HOU - Valdez ( L )","Jo Adell","Kurt Suzuki","Mike Trout",12000,22.4,1.9
"MIN","@KC - Hernandez ( R )","Gary Sanchez","Gio Urshela","Miguel Sano",7200,22.4,3.1
"ARI","@WAS - Adon ( R )","Ketel Marte","Sergio Alcantara","Yonny Hernandez",11600,22.4,1.9
"LAD","ATL - Fried ( L )","Gavin Lux","Max Muncy","Trea Turner",14500,22.4,1.5
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Manny Machado","Trent Grisham",10900,22.4,2.1
"WSH","ARI - Gilbert ( L )","Alcides Escobar","Nelson Cruz","Riley Adams",11800,22.4,1.9
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","Lourdes Gurriel","Santiago Espinal",9200,22.4,2.4
"COL","PHI - Gibson ( R )","Connor Joe","Elias Diaz","Jose Iglesias",11900,22.4,1.9
"MIL","PIT - Brubaker ( R )","Keston Hiura","Kolten Wong","Rowdy Tellez",10400,22.4,2.2
"MIL","PIT - Brubaker ( R )","Keston Hiura","Lorenzo Cain","Willy Adames",11400,22.4,2
"SEA","TEX - Gray ( R )","Cal Raleigh","J.P. Crawford","Jesse Winker",11200,22.4,2
"TB","@CHC - Steele ( L )","Brandon Lowe","Ji-Man Choi","Wander Franco",14700,22.4,1.5
"LAD","ATL - Fried ( L )","Cody Bellinger","Freddie Freeman","Will Smith",12300,22.4,1.8
"KC","MIN - Archer ( R )","Carlos Santana","Hunter Dozier","Michael A. Taylor",8700,22.4,2.6
"TOR","@BOS - Eovaldi ( R )","Cavan Biggio","George Springer","Lourdes Gurriel",12200,22.4,1.8
"COL","PHI - Gibson ( R )","Charlie Blackmon","Connor Joe","Randal Grichuk",11400,22.4,2
"CHC","TB - Wisler ( R )","Nick Madrigal","Nico Hoerner","Yan Gomes",11200,22.4,2
"WSH","ARI - Gilbert ( L )","Maikel Franco","Riley Adams","Yadiel Hernandez",8500,22.4,2.6
"LAA","@HOU - Valdez ( L )","Jack Mayfield","Shohei Ohtani","Taylor Ward",12000,22.4,1.9
"LAA","@HOU - Valdez ( L )","Max Stassi","Shohei Ohtani","Taylor Ward",13500,22.4,1.7
"LAA","@HOU - Valdez ( L )","Kurt Suzuki","Mike Trout","Tyler Wade",11000,22.4,2
