"Team1","Team2","Player1","Player2","Player3","Player4","Salary","Proj","Value"
"HOU","PHI","Jeremy Pena","Yordan Alvarez","Bryce Harper","J.T. Realmuto",14600,54.7,3.7
"KC","PHI","Carlos Santana","Whit Merrifield","Bryce Harper","J.T. Realmuto",13300,54.7,4.1
"LAA","PHI","Matt Duffy","Mike Trout","Bryce Harper","J.T. Realmuto",14400,54.7,3.8
"MIL","PHI","Hunter Renfroe","Lorenzo Cain","J.T. Realmuto","Rhys Hoskins",12700,54.7,4.3
"MIN","PHI","Jorge Polanco","Miguel Sano","J.T. Realmuto","Nick Castellanos",13700,54.7,4
"MIN","PHI","Carlos Correa","Miguel Sano","Bryce Harper","Jean Segura",13700,54.7,4
"ATL","PHI","Alex Dickerson","Matt Olson","Bryce Harper","Rhys Hoskins",14100,54.7,3.9
"BAL","PHI","Cedric Mullins","Ryan Mountcastle","Bryce Harper","Jean Segura",13900,54.7,3.9
"BOS","PHI","Christian Arroyo","Trevor Story","Bryce Harper","Jean Segura",13100,54.7,4.2
"CHC","PHI","Nico Hoerner","Willson Contreras","Bryce Harper","J.T. Realmuto",13900,54.7,3.9
"KC","PHI","Bobby Witt Jr.","Whit Merrifield","Bryce Harper","Jean Segura",13600,54.7,4
"KC","PHI","Adalberto Mondesi","Michael A. Taylor","Bryce Harper","Rhys Hoskins",13400,54.7,4.1
"MIL","PHI","Jace Peterson","Rowdy Tellez","Bryce Harper","Rhys Hoskins",12800,54.7,4.3
"PHI","SD","Bryce Harper","J.T. Realmuto","Jurickson Profar","Manny Machado",14800,54.7,3.7
"BOS","PHI","Alex Verdugo","J.D. Martinez","Bryce Harper","Johan Camargo",13900,54.7,3.9
"CHC","PHI","Frank Schwindel","Yan Gomes","Bryce Harper","J.T. Realmuto",12900,54.7,4.2
"BOS","PHI","Enrique Hernandez","Xander Bogaerts","Johan Camargo","Rhys Hoskins",13200,54.7,4.1
"BOS","PHI","Enrique Hernandez","J.D. Martinez","Bryce Harper","Didi Gregorius",14000,54.7,3.9
"BOS","PHI","Christian Vazquez","Trevor Story","Bryce Harper","Jean Segura",13500,54.7,4.1
"CHC","PHI","Clint Frazier","Patrick Wisdom","Bryce Harper","J.T. Realmuto",13200,54.7,4.1
"CHC","PHI","Nick Madrigal","Patrick Wisdom","Bryce Harper","Nick Castellanos",13500,54.7,4.1
"COL","PHI","Charlie Blackmon","Connor Joe","J.T. Realmuto","Nick Castellanos",14800,54.7,3.7
"COL","PHI","Charlie Blackmon","Kris Bryant","Bryce Harper","Johan Camargo",13700,54.7,4
"HOU","PHI","Kyle Tucker","Yordan Alvarez","Johan Camargo","Nick Castellanos",13600,54.7,4
"HOU","PHI","Jose Siri","Yordan Alvarez","Nick Castellanos","Rhys Hoskins",13800,54.7,4
"KC","PHI","Bobby Witt Jr.","Carlos Santana","Bryce Harper","Nick Castellanos",13500,54.7,4.1
"MIN","PHI","Gary Sanchez","Max Kepler","Bryce Harper","J.T. Realmuto",13700,54.7,4
"PHI","TB","Bryce Harper","Matt Vierling","Brandon Lowe","Randy Arozarena",13200,54.7,4.1
"MIN","PHI","Gio Urshela","Luis Arraez","Bryce Harper","Rhys Hoskins",13500,54.7,4.1
"PHI","TB","Jean Segura","Rhys Hoskins","Mike Zunino","Yandy Diaz",12300,54.7,4.4
"MIN","PHI","Jorge Polanco","Miguel Sano","Bryce Harper","Kyle Schwarber",13200,54.7,4.1
"MIN","PHI","Luis Arraez","Miguel Sano","Bryce Harper","J.T. Realmuto",13500,54.7,4.1
"BOS","PHI","Christian Arroyo","Xander Bogaerts","Bryce Harper","Jean Segura",13600,54.7,4
"CHC","PHI","Frank Schwindel","Seiya Suzuki","Bryce Harper","J.T. Realmuto",14500,54.7,3.8
"PHI","SD","Bryce Harper","J.T. Realmuto","Jake Cronenworth","Luke Voit",13900,54.7,3.9
"BAL","PHI","Ramon Urias","Ryan Mountcastle","Bryce Harper","Rhys Hoskins",13200,54.7,4.1
"BOS","PHI","Bobby Dalbec","J.D. Martinez","Johan Camargo","Rhys Hoskins",12600,54.7,4.3
"BOS","PHI","Christian Vazquez","Xander Bogaerts","Bryce Harper","Jean Segura",14000,54.7,3.9
"LAA","PHI","Andrew Velazquez","Mike Trout","Bryce Harper","Nick Castellanos",14400,54.7,3.8
"MIL","PHI","Andrew McCutchen","Omar Narvaez","Bryce Harper","Johan Camargo",11700,54.7,4.7
"PHI","TOR","Bryce Harper","Rhys Hoskins","George Springer","Santiago Espinal",14200,54.7,3.9
"COL","PHI","C.J. Cron","Sam Hilliard","Johan Camargo","Nick Castellanos",13400,54.7,4.1
"COL","PHI","Charlie Blackmon","Connor Joe","Bryce Harper","Kyle Schwarber",14300,54.7,3.8
"COL","PHI","Kris Bryant","Sam Hilliard","J.T. Realmuto","Nick Castellanos",14400,54.7,3.8
"COL","PHI","Brendan Rodgers","Connor Joe","Nick Castellanos","Rhys Hoskins",14300,54.7,3.8
"MIN","PHI","Carlos Correa","Max Kepler","J.T. Realmuto","Rhys Hoskins",13700,54.7,4
"PHI","SEA","Bryce Harper","Jean Segura","Abraham Toro","Jesse Winker",12800,54.7,4.3
"PHI","TB","Bryce Harper","Johan Camargo","Taylor Walls","Wander Franco",12400,54.7,4.4
"LAA","PHI","Jo Adell","Shohei Ohtani","Nick Castellanos","Rhys Hoskins",14800,54.7,3.7
"MIN","PHI","Max Kepler","Nick Gordon","Bryce Harper","Rhys Hoskins",13100,54.7,4.2
"PHI","TOR","J.T. Realmuto","Rhys Hoskins","Bo Bichette","Raimel Tapia",13600,54.7,4
"BAL","PHI","Anthony Santander","Cedric Mullins","Bryce Harper","J.T. Realmuto",13900,54.7,3.9
"HOU","PHI","Jeremy Pena","Kyle Tucker","Bryce Harper","J.T. Realmuto",14200,54.7,3.9
"MIL","PHI","Christian Yelich","Omar Narvaez","Bryce Harper","Johan Camargo",11800,54.7,4.6
"PHI","TOR","Bryce Harper","J.T. Realmuto","Santiago Espinal","Vladimir Guerrero Jr.",14800,54.7,3.7
"HOU","PHI","Kyle Tucker","Yordan Alvarez","Bryce Harper","Didi Gregorius",13900,54.7,3.9
"KC","PHI","Hunter Dozier","Whit Merrifield","Bryce Harper","Jean Segura",13500,54.7,4.1
"PHI","TB","Kyle Schwarber","Rhys Hoskins","Brandon Lowe","Randy Arozarena",13400,54.7,4.1
"PHI","TB","Bryce Harper","Rhys Hoskins","Kevin Kiermaier","Manuel Margot",12900,54.7,4.2
"PHI","TB","J.T. Realmuto","Nick Castellanos","Brandon Lowe","Manuel Margot",14300,54.7,3.8
"COL","PHI","Ryan McMahon","Sam Hilliard","Bryce Harper","Johan Camargo",13100,54.7,4.2
"KC","PHI","Carlos Santana","Hunter Dozier","Bryce Harper","Nick Castellanos",13400,54.7,4.1
"LAD","PHI","Chris Taylor","Mookie Betts","Bryce Harper","J.T. Realmuto",14900,54.7,3.7
"PHI","TOR","J.T. Realmuto","Nick Castellanos","Bo Bichette","Matt Chapman",14600,54.7,3.7
"PHI","SD","J.T. Realmuto","Rhys Hoskins","Manny Machado","Wil Myers",14400,54.7,3.8
"PHI","TOR","Jean Segura","Rhys Hoskins","Bo Bichette","George Springer",14700,54.7,3.7
"HOU","PHI","Jose Siri","Kyle Tucker","Nick Castellanos","Rhys Hoskins",13400,54.7,4.1
"LAA","PHI","Anthony Rendon","Mike Trout","Nick Castellanos","Rhys Hoskins",14900,54.7,3.7
"MIL","PHI","Hunter Renfroe","Kolten Wong","Jean Segura","Rhys Hoskins",12800,54.7,4.3
"COL","PHI","Kris Bryant","Sam Hilliard","Bryce Harper","Kyle Schwarber",13900,54.7,3.9
"MIN","PHI","Jorge Polanco","Trevor Larnach","J.T. Realmuto","Nick Castellanos",13400,54.7,4.1
"MIN","PHI","Carlos Correa","Trevor Larnach","Bryce Harper","Jean Segura",13400,54.7,4.1
"OAK","PHI","Drew Jackson","Sean Murphy","Bryce Harper","Jean Segura",12900,54.7,4.2
"PHI","TOR","Bryce Harper","Johan Camargo","Matt Chapman","Vladimir Guerrero Jr.",14100,54.7,3.9
"PHI","TB","J.T. Realmuto","Johan Camargo","Mike Zunino","Randy Arozarena",11400,54.7,4.8
"PHI","TB","J.T. Realmuto","Kyle Schwarber","Wander Franco","Yandy Diaz",13300,54.7,4.1
"BOS","PHI","Enrique Hernandez","J.D. Martinez","Johan Camargo","Rhys Hoskins",13400,54.7,4.1
"COL","PHI","C.J. Cron","Sam Hilliard","Bryce Harper","Didi Gregorius",13700,54.7,4
"KC","PHI","Carlos Santana","Salvador Perez","Bryce Harper","Jean Segura",13700,54.7,4
"MIL","PHI","Kolten Wong","Lorenzo Cain","Nick Castellanos","Rhys Hoskins",12700,54.7,4.3
"PHI","SD","Bryce Harper","Nick Castellanos","Eric Hosmer","Trent Grisham",13700,54.7,4
"PHI","SEA","Bryce Harper","Nick Castellanos","Abraham Toro","Ty France",13500,54.7,4
"PHI","TB","J.T. Realmuto","Nick Castellanos","Harold Ramirez","Randy Arozarena",13000,54.7,4.2
"COL","PHI","Connor Joe","Elias Diaz","Bryce Harper","J.T. Realmuto",14900,54.6,3.7
"PHI","TB","Bryce Harper","Jean Segura","Brandon Lowe","Harold Ramirez",13700,54.6,4
"LAA","PHI","Shohei Ohtani","Tyler Wade","Bryce Harper","Jean Segura",14400,54.6,3.8
"PHI","TB","Bryce Harper","Kyle Schwarber","Brandon Lowe","Manuel Margot",13800,54.6,4
"BAL","PHI","Robinson Chirinos","Ryan Mountcastle","Bryce Harper","J.T. Realmuto",13200,54.6,4.1
"BOS","PHI","Christian Arroyo","J.D. Martinez","Bryce Harper","Jean Segura",13800,54.6,4
"HOU","PHI","Jose Altuve","Yuli Gurriel","Jean Segura","Rhys Hoskins",13500,54.6,4
"PHI","TOR","Bryce Harper","Kyle Schwarber","Bo Bichette","Matt Chapman",14100,54.6,3.9
"PHI","SEA","Bryce Harper","Jean Segura","Adam Frazier","Jesse Winker",13700,54.6,4
"PHI","TB","Jean Segura","Kyle Schwarber","Randy Arozarena","Wander Franco",13500,54.6,4
"KC","PHI","Salvador Perez","Whit Merrifield","Jean Segura","Nick Castellanos",14000,54.6,3.9
"LAA","PHI","Anthony Rendon","Taylor Ward","Bryce Harper","Rhys Hoskins",13400,54.6,4.1
"PHI","SD","Bryce Harper","Rhys Hoskins","Ha-Seong Kim","Trent Grisham",13300,54.6,4.1
"PHI","TB","Johan Camargo","Nick Castellanos","Brandon Lowe","Mike Zunino",12300,54.6,4.4
"MIN","PHI","Jorge Polanco","Trevor Larnach","Bryce Harper","Kyle Schwarber",12900,54.6,4.2
"PHI","TB","Bryce Harper","J.T. Realmuto","Mike Zunino","Taylor Walls",12400,54.6,4.4
"PHI","SEA","Nick Castellanos","Rhys Hoskins","Jesse Winker","Ty France",13900,54.6,3.9
"BAL","PHI","Austin Hays","Trey Mancini","Bryce Harper","Nick Castellanos",13400,54.6,4.1
"BOS","PHI","Christian Vazquez","J.D. Martinez","Bryce Harper","Jean Segura",14200,54.6,3.8
"MIL","PHI","Lorenzo Cain","Omar Narvaez","Bryce Harper","J.T. Realmuto",12600,54.6,4.3
"MIN","PHI","Carlos Correa","Jorge Polanco","Johan Camargo","Nick Castellanos",12800,54.6,4.3
"MIN","PHI","Jorge Polanco","Miguel Sano","J.T. Realmuto","Rhys Hoskins",13400,54.6,4.1
"MIN","PHI","Luis Arraez","Trevor Larnach","Bryce Harper","J.T. Realmuto",13200,54.6,4.1
"MIN","PHI","Gary Sanchez","Miguel Sano","Bryce Harper","Nick Castellanos",13600,54.6,4
"BAL","PHI","Cedric Mullins","Chris Owings","Bryce Harper","Nick Castellanos",13300,54.6,4.1
"CHC","PHI","Frank Schwindel","Patrick Wisdom","Nick Castellanos","Rhys Hoskins",13400,54.6,4.1
"CHC","PHI","Clint Frazier","Willson Contreras","Bryce Harper","Jean Segura",13800,54.6,4
"HOU","PHI","Alex Bregman","Yuli Gurriel","J.T. Realmuto","Nick Castellanos",14200,54.6,3.8
"HOU","PHI","Jose Altuve","Michael Brantley","Bryce Harper","Jean Segura",14100,54.6,3.9
"MIL","PHI","Andrew McCutchen","Willy Adames","Johan Camargo","Nick Castellanos",12300,54.6,4.4
"PHI","TB","Bryce Harper","Kyle Schwarber","Harold Ramirez","Randy Arozarena",12500,54.6,4.4
"MIL","PHI","Hunter Renfroe","Tyrone Taylor","Bryce Harper","J.T. Realmuto",12900,54.6,4.2
"PHI","TOR","Bryce Harper","Nick Castellanos","Alejandro Kirk","Lourdes Gurriel",14000,54.6,3.9
"CHC","PHI","Nick Madrigal","Patrick Wisdom","Bryce Harper","Rhys Hoskins",13200,54.6,4.1
"COL","PHI","Charlie Blackmon","Connor Joe","J.T. Realmuto","Rhys Hoskins",14500,54.6,3.8
"HOU","PHI","Kyle Tucker","Yordan Alvarez","Johan Camargo","Rhys Hoskins",13300,54.6,4.1
"KC","PHI","Bobby Witt Jr.","Carlos Santana","Bryce Harper","Rhys Hoskins",13200,54.6,4.1
"LAA","PHI","Mike Trout","Taylor Ward","Nick Castellanos","Rhys Hoskins",14300,54.6,3.8
"MIL","PHI","Hunter Renfroe","Omar Narvaez","J.T. Realmuto","Nick Castellanos",12900,54.6,4.2
"MIN","PHI","Gio Urshela","Max Kepler","Bryce Harper","J.T. Realmuto",13700,54.6,4
"HOU","PHI","Jose Altuve","Martin Maldonado","Bryce Harper","Nick Castellanos",13700,54.6,4
"MIN","PHI","Carlos Correa","Miguel Sano","Nick Castellanos","Rhys Hoskins",13600,54.6,4
"PHI","TEX","Bryce Harper","Nick Castellanos","Marcus Semien","Nate Lowe",14800,54.6,3.7
"PHI","TB","J.T. Realmuto","Jean Segura","Randy Arozarena","Yandy Diaz",13000,54.6,4.2
"HOU","PHI","Jose Altuve","Jose Siri","Bryce Harper","Johan Camargo",12100,54.6,4.5
"PHI","SEA","Bryce Harper","Nick Castellanos","Adam Frazier","Ty France",14400,54.6,3.8
"LAA","PHI","Kurt Suzuki","Shohei Ohtani","Bryce Harper","Johan Camargo",13100,54.6,4.2
"MIL","PHI","Christian Yelich","Willy Adames","Johan Camargo","Nick Castellanos",12400,54.6,4.4
"MIN","PHI","Carlos Correa","Luis Arraez","Bryce Harper","Johan Camargo",12600,54.6,4.3
"BAL","PHI","Cedric Mullins","Ryan Mountcastle","Nick Castellanos","Rhys Hoskins",13800,54.6,4
"BOS","PHI","Christian Arroyo","Trevor Story","Nick Castellanos","Rhys Hoskins",13000,54.6,4.2
"COL","PHI","Brendan Rodgers","Sam Hilliard","Bryce Harper","Jean Segura",13200,54.6,4.1
"HOU","PHI","Alex Bregman","Yuli Gurriel","Bryce Harper","Kyle Schwarber",13700,54.6,4
"KC","PHI","Bobby Witt Jr.","Whit Merrifield","Nick Castellanos","Rhys Hoskins",13500,54.6,4
"LAA","PHI","Andrew Velazquez","Mike Trout","Bryce Harper","Rhys Hoskins",14100,54.6,3.9
"MIN","PHI","Carlos Correa","Jorge Polanco","Bryce Harper","Didi Gregorius",13100,54.6,4.2
"PHI","SD","J.T. Realmuto","Nick Castellanos","Austin Nola","Manny Machado",14700,54.6,3.7
"PHI","TB","Bryce Harper","Didi Gregorius","Brandon Lowe","Mike Zunino",12600,54.6,4.3
"KC","PHI","Andrew Benintendi","Bobby Witt Jr.","Bryce Harper","J.T. Realmuto",14000,54.6,3.9
"MIL","PHI","Hunter Renfroe","Omar Narvaez","Bryce Harper","Kyle Schwarber",12400,54.6,4.4
"BOS","PHI","Christian Vazquez","Trevor Story","Nick Castellanos","Rhys Hoskins",13400,54.6,4.1
"COL","PHI","C.J. Cron","Sam Hilliard","Johan Camargo","Rhys Hoskins",13100,54.6,4.2
"COL","PHI","Kris Bryant","Sam Hilliard","J.T. Realmuto","Rhys Hoskins",14100,54.6,3.9
"MIL","PHI","Andrew McCutchen","Willy Adames","Bryce Harper","Didi Gregorius",12600,54.6,4.3
"BOS","PHI","Christian Arroyo","Xander Bogaerts","Nick Castellanos","Rhys Hoskins",13500,54.6,4
"HOU","PHI","Yordan Alvarez","Yuli Gurriel","Jean Segura","Nick Castellanos",14300,54.6,3.8
"KC","PHI","Nicky Lopez","Whit Merrifield","Bryce Harper","Nick Castellanos",13600,54.6,4
"PHI","TB","Jean Segura","Nick Castellanos","Brandon Lowe","Yandy Diaz",13900,54.6,3.9
"OAK","PHI","Elvis Andrus","Sean Murphy","Bryce Harper","Johan Camargo",12300,54.6,4.4
"PHI","TB","J.T. Realmuto","Rhys Hoskins","Brandon Lowe","Manuel Margot",14000,54.6,3.9
"BOS","PHI","Bobby Dalbec","Rafael Devers","Jean Segura","Nick Castellanos",14600,54.6,3.7
"BOS","PHI","Christian Vazquez","Xander Bogaerts","Nick Castellanos","Rhys Hoskins",13900,54.6,3.9
"KC","PHI","Carlos Santana","Hunter Dozier","Bryce Harper","Rhys Hoskins",13100,54.6,4.2
"MIL","PHI","Hunter Renfroe","Willy Adames","J.T. Realmuto","Jean Segura",13300,54.6,4.1
"MIL","PHI","Christian Yelich","Willy Adames","Bryce Harper","Didi Gregorius",12700,54.6,4.3
"PHI","SD","Bryce Harper","Kyle Schwarber","Austin Nola","Manny Machado",14200,54.6,3.8
"PHI","TOR","J.T. Realmuto","Rhys Hoskins","Bo Bichette","Matt Chapman",14300,54.6,3.8
"PHI","SEA","Bryce Harper","Jean Segura","Eugenio Suarez","Jesse Winker",13800,54.6,4
"PHI","SEA","Nick Castellanos","Rhys Hoskins","Abraham Toro","Jesse Winker",12700,54.6,4.3
"MIL","PHI","Lorenzo Cain","Willy Adames","J.T. Realmuto","Nick Castellanos",13200,54.5,4.1
"MIL","PHI","Kolten Wong","Omar Narvaez","Bryce Harper","Jean Segura",12700,54.5,4.3
"MIN","PHI","Jorge Polanco","Trevor Larnach","J.T. Realmuto","Rhys Hoskins",13100,54.5,4.2
"MIN","PHI","Gary Sanchez","Jorge Polanco","Bryce Harper","Johan Camargo",12500,54.5,4.4
"MIN","PHI","Gary Sanchez","Trevor Larnach","Bryce Harper","Nick Castellanos",13300,54.5,4.1
"KC","PHI","Hunter Dozier","Whit Merrifield","Nick Castellanos","Rhys Hoskins",13400,54.5,4.1
"PHI","SD","Bryce Harper","Rhys Hoskins","Eric Hosmer","Trent Grisham",13400,54.5,4.1
"PHI","SEA","Bryce Harper","Rhys Hoskins","Abraham Toro","Ty France",13200,54.5,4.1
"PHI","TB","J.T. Realmuto","Rhys Hoskins","Harold Ramirez","Randy Arozarena",12700,54.5,4.3
"PHI","TB","Kyle Schwarber","Nick Castellanos","Randy Arozarena","Yandy Diaz",12700,54.5,4.3
"KC","PHI","Andrew Benintendi","Hunter Dozier","Bryce Harper","J.T. Realmuto",13900,54.5,3.9
"PHI","TB","Matt Vierling","Nick Castellanos","Randy Arozarena","Wander Franco",13200,54.5,4.1
"BOS","PHI","Rafael Devers","Trevor Story","J.T. Realmuto","Jean Segura",14800,54.5,3.7
"CHC","PHI","Nico Hoerner","Patrick Wisdom","Bryce Harper","Nick Castellanos",13400,54.5,4.1
"CHC","PHI","Frank Schwindel","Michael Hermosillo","Bryce Harper","Nick Castellanos",13400,54.5,4.1
"MIL","PHI","Kolten Wong","Tyrone Taylor","Bryce Harper","Nick Castellanos",12900,54.5,4.2
"MIN","PHI","Jorge Polanco","Max Kepler","Jean Segura","Nick Castellanos",13900,54.5,3.9
"PHI","TOR","Bryce Harper","Matt Vierling","Bo Bichette","Vladimir Guerrero Jr.",14500,54.5,3.8
"KC","PHI","Salvador Perez","Whit Merrifield","Jean Segura","Rhys Hoskins",13700,54.5,4
"MIN","PHI","Carlos Correa","Trevor Larnach","Nick Castellanos","Rhys Hoskins",13300,54.5,4.1
"OAK","PHI","Drew Jackson","Sean Murphy","Nick Castellanos","Rhys Hoskins",12800,54.5,4.3
"PHI","SEA","Bryce Harper","Nick Castellanos","Abraham Toro","Adam Frazier",13200,54.5,4.1
"PHI","TB","Johan Camargo","Rhys Hoskins","Brandon Lowe","Mike Zunino",12000,54.5,4.5
"MIL","PHI","Lorenzo Cain","Willy Adames","Bryce Harper","Kyle Schwarber",12700,54.5,4.3
"PHI","SEA","Bryce Harper","Nick Castellanos","Eugenio Suarez","Ty France",14500,54.5,3.8
"PHI","TB","J.T. Realmuto","Jean Segura","Manuel Margot","Wander Franco",14100,54.5,3.9
"BAL","PHI","Austin Hays","Trey Mancini","Bryce Harper","Rhys Hoskins",13100,54.5,4.2
"MIN","PHI","Carlos Correa","Jorge Polanco","Johan Camargo","Rhys Hoskins",12500,54.5,4.4
"MIN","PHI","Gary Sanchez","Miguel Sano","Bryce Harper","Rhys Hoskins",13300,54.5,4.1
"MIN","PHI","Gio Urshela","Miguel Sano","Bryce Harper","Nick Castellanos",13600,54.5,4
"PHI","SD","Bryce Harper","Jean Segura","Luke Voit","Trent Grisham",13600,54.5,4
"PHI","TB","Bryce Harper","Johan Camargo","Kevin Kiermaier","Randy Arozarena",11600,54.5,4.7
"BAL","PHI","Cedric Mullins","Chris Owings","Bryce Harper","Rhys Hoskins",13000,54.5,4.2
"COL","PHI","Charlie Blackmon","Ryan McMahon","Nick Castellanos","Rhys Hoskins",14900,54.5,3.7
"HOU","PHI","Kyle Tucker","Yuli Gurriel","Jean Segura","Nick Castellanos",13900,54.5,3.9
"HOU","PHI","Alex Bregman","Yuli Gurriel","J.T. Realmuto","Rhys Hoskins",13900,54.5,3.9
"KC","PHI","Carlos Santana","Salvador Perez","Nick Castellanos","Rhys Hoskins",13600,54.5,4
"LAA","PHI","Shohei Ohtani","Tyler Wade","Nick Castellanos","Rhys Hoskins",14300,54.5,3.8
"MIL","PHI","Andrew McCutchen","Willy Adames","Johan Camargo","Rhys Hoskins",12000,54.5,4.5
"OAK","PHI","Cristian Pache","Tony Kemp","Bryce Harper","Nick Castellanos",13300,54.5,4.1
"PHI","SD","Bryce Harper","J.T. Realmuto","Jake Cronenworth","Wil Myers",13800,54.5,3.9
"PHI","TOR","Bryce Harper","Jean Segura","Alejandro Kirk","Bo Bichette",13800,54.5,3.9
"PHI","TB","Nick Castellanos","Rhys Hoskins","Brandon Lowe","Harold Ramirez",13600,54.5,4
"PHI","TOR","Bryce Harper","Rhys Hoskins","Alejandro Kirk","Lourdes Gurriel",13700,54.5,4
"PHI","SEA","Nick Castellanos","Rhys Hoskins","Adam Frazier","Jesse Winker",13600,54.5,4
"BOS","PHI","Christian Arroyo","J.D. Martinez","Nick Castellanos","Rhys Hoskins",13700,54.5,4
"HOU","PHI","Jose Altuve","Yordan Alvarez","J.T. Realmuto","Jean Segura",14600,54.5,3.7
"MIL","PHI","Hunter Renfroe","Willy Adames","Kyle Schwarber","Nick Castellanos",13000,54.5,4.2
"MIL","PHI","Andrew McCutchen","Christian Yelich","Johan Camargo","Nick Castellanos",12300,54.5,4.4
"MIL","PHI","Hunter Renfroe","Omar Narvaez","J.T. Realmuto","Rhys Hoskins",12600,54.5,4.3
"MIL","PHI","Jace Peterson","Kolten Wong","Bryce Harper","J.T. Realmuto",13000,54.5,4.2
"MIN","PHI","Luis Arraez","Max Kepler","Bryce Harper","Jean Segura",13700,54.5,4
"PHI","TB","Bryce Harper","J.T. Realmuto","Harold Ramirez","Manuel Margot",13100,54.5,4.2
"BOS","PHI","Christian Vazquez","J.D. Martinez","Nick Castellanos","Rhys Hoskins",14100,54.5,3.9
"HOU","PHI","Jose Altuve","Martin Maldonado","Bryce Harper","Rhys Hoskins",13400,54.5,4.1
"HOU","PHI","Alex Bregman","Jeremy Pena","Bryce Harper","Nick Castellanos",14600,54.5,3.7
"PHI","TEX","Bryce Harper","Rhys Hoskins","Marcus Semien","Nate Lowe",14500,54.5,3.8
"HOU","PHI","Alex Bregman","Michael Brantley","Bryce Harper","J.T. Realmuto",14500,54.5,3.8
"PHI","SEA","Bryce Harper","Rhys Hoskins","Adam Frazier","Ty France",14100,54.5,3.9
"PHI","TOR","Kyle Schwarber","Rhys Hoskins","Bo Bichette","Vladimir Guerrero Jr.",14700,54.5,3.7
"BAL","PHI","Austin Hays","Robinson Chirinos","Bryce Harper","Nick Castellanos",13100,54.5,4.2
"KC","PHI","Andrew Benintendi","Salvador Perez","J.T. Realmuto","Nick Castellanos",14400,54.5,3.8
"MIL","PHI","Christian Yelich","Willy Adames","Johan Camargo","Rhys Hoskins",12100,54.5,4.5
"PHI","SEA","Bryce Harper","Jean Segura","Jarred Kelenic","Jesse Winker",13200,54.5,4.1
"ATL","PHI","Eddie Rosario","Matt Olson","Bryce Harper","Nick Castellanos",14400,54.5,3.8
"BOS","PHI","Rafael Devers","Trevor Story","Kyle Schwarber","Nick Castellanos",14500,54.5,3.8
"CHC","PHI","Clint Frazier","Willson Contreras","Nick Castellanos","Rhys Hoskins",13700,54.5,4
"COL","PHI","Charlie Blackmon","Sam Hilliard","J.T. Realmuto","Nick Castellanos",13600,54.5,4
"HOU","PHI","Jose Altuve","Michael Brantley","Nick Castellanos","Rhys Hoskins",14000,54.5,3.9
"PHI","SD","J.T. Realmuto","Rhys Hoskins","Austin Nola","Manny Machado",14400,54.5,3.8
"PHI","TB","Jean Segura","Johan Camargo","Mike Zunino","Wander Franco",12100,54.5,4.5
"MIL","PHI","Kolten Wong","Willy Adames","Jean Segura","Nick Castellanos",13300,54.5,4.1
"PHI","TOR","Bryce Harper","Johan Camargo","George Springer","Lourdes Gurriel",13700,54.5,4
"PHI","TB","Jean Segura","Nick Castellanos","Harold Ramirez","Wander Franco",13700,54.5,4
"PHI","TB","Bryce Harper","Matt Vierling","Randy Arozarena","Yandy Diaz",12200,54.5,4.5
"HOU","PHI","Yordan Alvarez","Yuli Gurriel","Jean Segura","Rhys Hoskins",14000,54.5,3.9
"KC","PHI","Nicky Lopez","Whit Merrifield","Bryce Harper","Rhys Hoskins",13300,54.5,4.1
"PHI","TB","Jean Segura","Rhys Hoskins","Brandon Lowe","Yandy Diaz",13600,54.5,4
"KC","PHI","Andrew Benintendi","Salvador Perez","Bryce Harper","Kyle Schwarber",13900,54.5,3.9
"PHI","TB","Kyle Schwarber","Nick Castellanos","Manuel Margot","Wander Franco",13800,54.5,3.9
"MIL","PHI","Andrew McCutchen","Hunter Renfroe","J.T. Realmuto","Jean Segura",13200,54.5,4.1
"MIL","PHI","Andrew McCutchen","Christian Yelich","Bryce Harper","Didi Gregorius",12600,54.5,4.3
"PHI","TB","Bryce Harper","Johan Camargo","Harold Ramirez","Mike Zunino",11100,54.5,4.9
"BOS","PHI","Bobby Dalbec","Rafael Devers","Jean Segura","Rhys Hoskins",14300,54.5,3.8
"COL","PHI","Charlie Blackmon","Sam Hilliard","Bryce Harper","Kyle Schwarber",13100,54.5,4.2
"COL","PHI","Brendan Rodgers","Sam Hilliard","Nick Castellanos","Rhys Hoskins",13100,54.5,4.2
"MIL","PHI","Andrew McCutchen","Lorenzo Cain","J.T. Realmuto","Nick Castellanos",13100,54.5,4.2
"PHI","SD","Bryce Harper","Nick Castellanos","Ha-Seong Kim","Luke Voit",13800,54.5,3.9
"PHI","SEA","Bryce Harper","Nick Castellanos","Jarred Kelenic","Ty France",13900,54.5,3.9
"PHI","SEA","Bryce Harper","Nick Castellanos","Abraham Toro","Eugenio Suarez",13300,54.4,4.1
"BOS","PHI","Bobby Dalbec","Trevor Story","J.T. Realmuto","Jean Segura",13300,54.4,4.1
"COL","PHI","C.J. Cron","Kris Bryant","Johan Camargo","Nick Castellanos",14800,54.4,3.7
"HOU","PHI","Jose Altuve","Yordan Alvarez","Kyle Schwarber","Nick Castellanos",14300,54.4,3.8
"HOU","PHI","Jose Altuve","Kyle Tucker","J.T. Realmuto","Jean Segura",14200,54.4,3.8
"HOU","PHI","Michael Brantley","Yordan Alvarez","Bryce Harper","Jean Segura",14600,54.4,3.7
