"Team","Opp","Player1","Player2","Salary","Proj","Value"
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Eddie Rosario",5000,18,3.6
"CIN","@SD - Manaea ( L )","Kyle Farmer","Tyler Stephenson",5600,18,3.2
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Max Muncy",6500,18,2.8
"SD","CIN - Lodolo ( L )","Manny Machado","Matt Beaty",6100,18,2.9
"SF","@NYM - Megill ( R )","Brandon Belt","Tommy La Stella",5900,17.9,3
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Tyrone Taylor",4900,17.9,3.7
"CHC","TB - McClanahan ( L )","Frank Schwindel","Michael Hermosillo",5100,17.9,3.5
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Wander Franco",6000,17.9,3
"TB","@CHC - Hendricks ( R )","Manuel Margot","Mike Zunino",4900,17.9,3.7
"COL","PHI - Nola ( R )","Charlie Blackmon","Jose Iglesias",6500,17.9,2.8
"CIN","@SD - Manaea ( L )","Aristides Aquino","Mike Moustakas",4600,17.9,3.9
"NYM","SF - Cobb ( R )","Eduardo Escobar","Travis Jankowski",6100,17.9,2.9
"BAL","@OAK - Montas ( R )","Ramon Urias","Rougned Odor",4500,17.9,4
"SF","@NYM - Megill ( R )","Brandon Belt","Curt Casali",5700,17.9,3.1
"CHC","TB - McClanahan ( L )","Jonathan Villar","Willson Contreras",5900,17.9,3
"PIT","@MIL - Lauer ( L )","Ke'Bryan Hayes","Roberto Perez",5700,17.9,3.1
"BAL","@OAK - Montas ( R )","Austin Hays","Jorge Mateo",5000,17.9,3.6
"CIN","@SD - Manaea ( L )","Brandon Drury","Tommy Pham",5500,17.9,3.3
"NYM","SF - Cobb ( R )","James McCann","Robinson Cano",5100,17.9,3.5
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Ozzie Albies",6200,17.9,2.9
"CHC","TB - McClanahan ( L )","Clint Frazier","Michael Hermosillo",4800,17.9,3.7
"ATL","@LAD - Kershaw ( L )","Marcell Ozuna","Orlando Arcia",5500,17.8,3.2
"CIN","@SD - Manaea ( L )","Jake Fraley","Jonathan India",5600,17.8,3.2
"COL","PHI - Nola ( R )","Jose Iglesias","Randal Grichuk",6300,17.8,2.8
"CHC","TB - McClanahan ( L )","Rafael Ortega","Willson Contreras",5800,17.8,3.1
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Patrick Wisdom",4800,17.8,3.7
"MIL","PIT - Thompson ( R )","Tyrone Taylor","Willy Adames",5100,17.8,3.5
"WSH","ARI - Bumgarner ( L )","Nelson Cruz","Riley Adams",5000,17.7,3.5
"BAL","@OAK - Montas ( R )","Anthony Santander","Rougned Odor",5000,17.7,3.5
"HOU","LAA - Lorenzen ( R )","Jose Altuve","Martin Maldonado",5600,17.7,3.2
"SF","@NYM - Megill ( R )","Brandon Belt","Luke Williams",5700,17.7,3.1
"COL","PHI - Nola ( R )","Ryan McMahon","Sam Hilliard",6400,17.7,2.8
"LAD","ATL - Ynoa ( R )","Edwin Rios","Max Muncy",5400,17.7,3.3
"MIL","PIT - Thompson ( R )","Jace Peterson","Omar Narvaez",4500,17.7,3.9
"LAA","@HOU - Garcia ( R )","Brandon Marsh","Tyler Wade",4700,17.7,3.8
"LAA","@HOU - Garcia ( R )","Brandon Marsh","Taylor Ward",5000,17.7,3.5
"BAL","@OAK - Montas ( R )","Jorge Mateo","Trey Mancini",5000,17.6,3.5
"BAL","@OAK - Montas ( R )","Anthony Santander","Ramon Urias",5100,17.6,3.5
"BAL","@OAK - Montas ( R )","Austin Hays","Robinson Chirinos",4700,17.6,3.7
"BAL","@OAK - Montas ( R )","Jorge Mateo","Ryan Mountcastle",5600,17.6,3.1
"NYM","SF - Cobb ( R )","Dominic Smith","Jeff McNeil",5100,17.6,3.5
"SF","@NYM - Megill ( R )","Brandon Belt","Mauricio Dubon",5800,17.6,3
"COL","PHI - Nola ( R )","Alan Trejo","Kris Bryant",6600,17.6,2.7
"HOU","LAA - Lorenzen ( R )","Martin Maldonado","Michael Brantley",5000,17.6,3.5
"LAA","@HOU - Garcia ( R )","Brandon Marsh","Jo Adell",5100,17.6,3.4
"PHI","@COL - Kuhl ( R )","Garrett Stubbs","Matt Vierling",5400,17.6,3.3
"PIT","@MIL - Lauer ( L )","Diego Castillo","Jake Marisnick",4600,17.6,3.8
"SD","CIN - Lodolo ( L )","C.J. Abrams","Manny Machado",6500,17.6,2.7
"CHC","TB - McClanahan ( L )","Ian Happ","Michael Hermosillo",5200,17.6,3.4
"CIN","@SD - Manaea ( L )","Aristides Aquino","Brandon Drury",4900,17.6,3.6
"CIN","@SD - Manaea ( L )","Jake Fraley","Tommy Pham",5400,17.6,3.3
"HOU","LAA - Lorenzen ( R )","Kyle Tucker","Martin Maldonado",5700,17.6,3.1
"WSH","ARI - Bumgarner ( L )","Juan Soto","Yadiel Hernandez",6800,17.5,2.6
"PHI","@COL - Kuhl ( R )","Bryson Stott","Matt Vierling",6000,17.5,2.9
"OAK","BAL - Watkins ( R )","Kevin Smith","Seth Brown",4600,17.5,3.8
"NYM","SF - Cobb ( R )","Robinson Cano","Travis Jankowski",5100,17.5,3.4
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Nick Madrigal",4700,17.5,3.7
"CIN","@SD - Manaea ( L )","Mike Moustakas","Tyler Stephenson",5300,17.5,3.3
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Brandon Marsh",4700,17.5,3.7
"OAK","BAL - Watkins ( R )","Kevin Smith","Sean Murphy",4700,17.5,3.7
"MIL","PIT - Thompson ( R )","Kolten Wong","Tyrone Taylor",4700,17.5,3.7
"LAD","ATL - Ynoa ( R )","Austin Barnes","Will Smith",5700,17.5,3.1
"TB","@CHC - Hendricks ( R )","Brandon Lowe","Harold Ramirez",5700,17.5,3.1
"ATL","@LAD - Kershaw ( L )","Manny Pina","Ozzie Albies",6000,17.5,2.9
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Randy Arozarena",5200,17.4,3.4
"PIT","@MIL - Lauer ( L )","Jake Marisnick","Yoshi Tsutsugo",5100,17.4,3.4
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Dan Vogelbach",5600,17.4,3.1
"OAK","BAL - Watkins ( R )","Cristian Pache","Sheldon Neuse",4500,17.4,3.9
"COL","PHI - Nola ( R )","Brendan Rodgers","Jose Iglesias",6000,17.4,2.9
"PIT","@MIL - Lauer ( L )","Jake Marisnick","Kevin Newman",5000,17.4,3.5
"BAL","@OAK - Montas ( R )","Robinson Chirinos","Trey Mancini",4700,17.4,3.7
"OAK","BAL - Watkins ( R )","Kevin Smith","Tony Kemp",4800,17.4,3.6
"BAL","@OAK - Montas ( R )","Robinson Chirinos","Ryan Mountcastle",5300,17.4,3.3
"LAA","@HOU - Garcia ( R )","Max Stassi","Tyler Wade",4900,17.4,3.5
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Nelson Cruz",5000,17.3,3.5
"WSH","ARI - Bumgarner ( L )","Lucius Fox","Nelson Cruz",5000,17.3,3.5
"LAA","@HOU - Garcia ( R )","Max Stassi","Taylor Ward",5200,17.3,3.3
"NYM","SF - Cobb ( R )","James McCann","Jeff McNeil",5400,17.3,3.2
"PIT","@MIL - Lauer ( L )","Cole Tucker","Michael Chavis",5000,17.3,3.5
"COL","PHI - Nola ( R )","Charlie Blackmon","Sam Hilliard",5900,17.3,2.9
"CIN","@SD - Manaea ( L )","Joey Votto","Kyle Farmer",5500,17.3,3.1
"TB","@CHC - Hendricks ( R )","Josh Lowe","Manuel Margot",5200,17.3,3.3
"HOU","LAA - Lorenzen ( R )","Martin Maldonado","Yuli Gurriel",5000,17.3,3.5
"LAA","@HOU - Garcia ( R )","Jo Adell","Max Stassi",5300,17.3,3.3
"COL","PHI - Nola ( R )","Alan Trejo","C.J. Cron",6800,17.2,2.5
"CIN","@SD - Manaea ( L )","Aristides Aquino","Jake Fraley",4800,17.2,3.6
"PHI","@COL - Kuhl ( R )","Matt Vierling","Simon Muzziotti",5400,17.2,3.2
"HOU","LAA - Lorenzen ( R )","Jose Altuve","Niko Goodrum",5400,17.2,3.2
"MIL","PIT - Thompson ( R )","Rowdy Tellez","Tyrone Taylor",4500,17.2,3.8
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Max Stassi",4900,17.2,3.5
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Martin Maldonado",5800,17.2,3
"CIN","@SD - Manaea ( L )","Brandon Drury","Tyler Stephenson",5600,17.2,3.1
"COL","PHI - Nola ( R )","Randal Grichuk","Sam Hilliard",5700,17.2,3
"NYM","SF - Cobb ( R )","Dominic Smith","James McCann",4700,17.1,3.6
"CIN","@SD - Manaea ( L )","Jonathan India","Tyler Naquin",5900,17.1,2.9
"SD","CIN - Lodolo ( L )","Eric Hosmer","Trent Grisham",5400,17.1,3.2
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Mike Zunino",4600,17.1,3.7
"TB","@CHC - Hendricks ( R )","Kevin Kiermaier","Manuel Margot",4800,17.1,3.6
"TB","@CHC - Hendricks ( R )","Manuel Margot","Yandy Diaz",5200,17.1,3.3
"PIT","@MIL - Lauer ( L )","Ben Gamel","Bryan Reynolds",5800,17.1,3
"LAD","ATL - Ynoa ( R )","Austin Barnes","Mookie Betts",5800,17.1,3
"COL","PHI - Nola ( R )","Dom Nunez","Ryan McMahon",6400,17.1,2.7
"CHC","TB - McClanahan ( L )","Frank Schwindel","Nico Hoerner",5200,17.1,3.3
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Seiya Suzuki",5600,17.1,3.1
"ARI","@WAS - Gray ( R )","Cooper Hummel","Ketel Marte",5600,17.1,3.1
"ARI","@WAS - Gray ( R )","Jake McCarthy","Ketel Marte",5000,17.1,3.4
"ARI","@WAS - Gray ( R )","Jose Herrera","Ketel Marte",5000,17.1,3.4
"HOU","LAA - Lorenzen ( R )","Michael Brantley","Niko Goodrum",4800,17.1,3.6
"PIT","@MIL - Lauer ( L )","Michael Chavis","Roberto Perez",5000,17,3.4
"CHC","TB - McClanahan ( L )","Clint Frazier","Nico Hoerner",4900,17,3.5
"BAL","@OAK - Montas ( R )","Jorge Mateo","Rougned Odor",4700,17,3.6
"HOU","LAA - Lorenzen ( R )","Kyle Tucker","Niko Goodrum",5500,17,3.1
"SD","CIN - Lodolo ( L )","Matt Beaty","Trent Grisham",4600,17,3.7
"LAD","ATL - Ynoa ( R )","Austin Barnes","Trea Turner",5900,17,2.9
"NYM","SF - Cobb ( R )","Jeff McNeil","Travis Jankowski",5400,17,3.1
"CHC","TB - McClanahan ( L )","Nico Hoerner","Patrick Wisdom",4900,17,3.5
"PIT","@MIL - Lauer ( L )","Diego Castillo","Yoshi Tsutsugo",5100,16.9,3.3
"ARI","@WAS - Gray ( R )","Seth Beer","Yonny Hernandez",4500,16.9,3.8
"SD","CIN - Lodolo ( L )","Eric Hosmer","Luke Voit",5700,16.9,3
"BAL","@OAK - Montas ( R )","Jorge Mateo","Ramon Urias",4800,16.9,3.5
"LAA","@HOU - Garcia ( R )","Taylor Ward","Tyler Wade",4500,16.9,3.8
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Orlando Arcia",4800,16.9,3.5
"CIN","@SD - Manaea ( L )","Tommy Pham","Tyler Naquin",5700,16.9,3
"OAK","BAL - Watkins ( R )","Jed Lowrie","Kevin Smith",4800,16.9,3.5
"PIT","@MIL - Lauer ( L )","Diego Castillo","Kevin Newman",5000,16.9,3.4
"WSH","ARI - Bumgarner ( L )","Juan Soto","Riley Adams",6200,16.9,2.7
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Jurickson Profar",5000,16.9,3.4
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Martin Maldonado",4600,16.9,3.7
"LAD","ATL - Ynoa ( R )","Gavin Lux","Max Muncy",6600,16.9,2.6
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Matt Olson",6100,16.9,2.8
"CIN","@SD - Manaea ( L )","Jake Fraley","Tyler Stephenson",5500,16.9,3.1
"SD","CIN - Lodolo ( L )","Eric Hosmer","Wil Myers",5500,16.9,3.1
"LAA","@HOU - Garcia ( R )","Jo Adell","Tyler Wade",4600,16.8,3.7
"ARI","@WAS - Gray ( R )","David Peralta","Yonny Hernandez",4500,16.8,3.7
"LAA","@HOU - Garcia ( R )","Jo Adell","Taylor Ward",4900,16.8,3.4
"PHI","@COL - Kuhl ( R )","Alec Bohm","Didi Gregorius",6000,16.8,2.8
"CIN","@SD - Manaea ( L )","Joey Votto","Mike Moustakas",5200,16.8,3.2
"NYM","SF - Cobb ( R )","Dominic Smith","Travis Jankowski",4700,16.8,3.6
"CHC","TB - McClanahan ( L )","Jason Heyward","Willson Contreras",5700,16.8,2.9
"SD","CIN - Lodolo ( L )","Luke Voit","Matt Beaty",4900,16.8,3.4
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Tyrone Taylor",4400,16.8,3.8
"COL","PHI - Nola ( R )","Brendan Rodgers","Sam Hilliard",5400,16.8,3.1
"BAL","@OAK - Montas ( R )","Anthony Santander","Jorge Mateo",5300,16.8,3.2
"BAL","@OAK - Montas ( R )","Robinson Chirinos","Rougned Odor",4400,16.8,3.8
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Tyler Wade",4200,16.8,4
"SD","CIN - Lodolo ( L )","Eric Hosmer","Jake Cronenworth",5900,16.8,2.8
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Taylor Ward",4500,16.8,3.7
"HOU","LAA - Lorenzen ( R )","Niko Goodrum","Yuli Gurriel",4800,16.8,3.5
"CHC","TB - McClanahan ( L )","Ian Happ","Nico Hoerner",5300,16.8,3.2
"PIT","@MIL - Lauer ( L )","Kevin Newman","Yoshi Tsutsugo",5500,16.7,3
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Hoy Park",5200,16.7,3.2
"SD","CIN - Lodolo ( L )","Matt Beaty","Wil Myers",4700,16.7,3.6
"CHC","TB - McClanahan ( L )","Nick Madrigal","Nico Hoerner",4800,16.7,3.5
"ARI","@WAS - Gray ( R )","Jordan Luplow","Ketel Marte",5000,16.7,3.3
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Ke'Bryan Hayes",6100,16.7,2.7
"COL","PHI - Nola ( R )","Charlie Blackmon","Dom Nunez",5900,16.7,2.8
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Jo Adell",4600,16.7,3.6
"COL","PHI - Nola ( R )","Alan Trejo","Connor Joe",6200,16.7,2.7
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Orlando Arcia",5000,16.7,3.3
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Niko Goodrum",5600,16.7,3
"BAL","@OAK - Montas ( R )","Ramon Urias","Robinson Chirinos",4500,16.7,3.7
"LAD","ATL - Ynoa ( R )","Austin Barnes","Freddie Freeman",5600,16.6,3
"SD","CIN - Lodolo ( L )","C.J. Abrams","Trent Grisham",5000,16.6,3.3
"SD","CIN - Lodolo ( L )","Jake Cronenworth","Matt Beaty",5100,16.6,3.3
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Alex Dickerson",5400,16.6,3.1
"CIN","@SD - Manaea ( L )","Aristides Aquino","Tyler Naquin",5100,16.6,3.3
"ARI","@WAS - Gray ( R )","Christian Walker","Yonny Hernandez",4400,16.6,3.8
"COL","PHI - Nola ( R )","Dom Nunez","Randal Grichuk",5700,16.6,2.9
"NYM","SF - Cobb ( R )","James McCann","Travis Jankowski",5000,16.5,3.3
"BAL","@OAK - Montas ( R )","Anthony Santander","Robinson Chirinos",5000,16.5,3.3
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Josh Lowe",4900,16.5,3.4
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Juan Soto",6200,16.5,2.7
"WSH","ARI - Bumgarner ( L )","Juan Soto","Lucius Fox",6200,16.5,2.7
"PIT","@MIL - Lauer ( L )","Cole Tucker","Jake Marisnick",4600,16.5,3.6
"CIN","@SD - Manaea ( L )","Brandon Drury","Joey Votto",5500,16.5,3
"ATL","@LAD - Kershaw ( L )","Manny Pina","Matt Olson",5900,16.5,2.8
"SD","CIN - Lodolo ( L )","C.J. Abrams","Luke Voit",5300,16.4,3.1
"LAA","@HOU - Garcia ( R )","Matt Duffy","Shohei Ohtani",6700,16.4,2.4
"PIT","@MIL - Lauer ( L )","Ben Gamel","Ke'Bryan Hayes",6300,16.4,2.6
"SD","CIN - Lodolo ( L )","C.J. Abrams","Wil Myers",5100,16.4,3.2
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Niko Goodrum",4400,16.3,3.7
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Kevin Kiermaier",4500,16.3,3.6
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Yandy Diaz",4900,16.3,3.3
"ARI","@WAS - Gray ( R )","Cooper Hummel","Daulton Varsho",5000,16.3,3.3
"ARI","@WAS - Gray ( R )","Daulton Varsho","Jake McCarthy",4400,16.3,3.7
"ARI","@WAS - Gray ( R )","Daulton Varsho","Jose Herrera",4400,16.3,3.7
"LAA","@HOU - Garcia ( R )","Kurt Suzuki","Shohei Ohtani",6400,16.3,2.6
"CHC","TB - McClanahan ( L )","Nico Hoerner","Seiya Suzuki",5700,16.3,2.9
"LAA","@HOU - Garcia ( R )","Jack Mayfield","Shohei Ohtani",7300,16.3,2.2
"COL","PHI - Nola ( R )","Elias Diaz","Jose Iglesias",6300,16.3,2.6
"SD","CIN - Lodolo ( L )","C.J. Abrams","Jake Cronenworth",5500,16.3,3
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Travis d'Arnaud",5400,16.3,3
"SD","CIN - Lodolo ( L )","Austin Nola","Eric Hosmer",5600,16.2,2.9
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Manny Pina",5200,16.2,3.1
"CHC","TB - McClanahan ( L )","Frank Schwindel","Jonathan Villar",5300,16.2,3.1
"CIN","@SD - Manaea ( L )","Tyler Naquin","Tyler Stephenson",5800,16.2,2.8
"PIT","@MIL - Lauer ( L )","Jake Marisnick","Roberto Perez",4600,16.2,3.5
"COL","PHI - Nola ( R )","Brendan Rodgers","Dom Nunez",5400,16.2,3
"SD","CIN - Lodolo ( L )","Eric Hosmer","Ha-Seong Kim",5300,16.2,3.1
"PHI","@COL - Kuhl ( R )","Garrett Stubbs","Johan Camargo",5000,16.2,3.2
"CIN","@SD - Manaea ( L )","Jake Fraley","Joey Votto",5400,16.2,3
"CHC","TB - McClanahan ( L )","Clint Frazier","Jonathan Villar",5000,16.1,3.2
"CHC","TB - McClanahan ( L )","Frank Schwindel","Rafael Ortega",5200,16.1,3.1
"PHI","@COL - Kuhl ( R )","Bryson Stott","Johan Camargo",5600,16.1,2.9
"SD","CIN - Lodolo ( L )","Austin Nola","Matt Beaty",4800,16.1,3.4
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Austin Riley",6100,16.1,2.6
"WSH","ARI - Bumgarner ( L )","Cesar Hernandez","Yadiel Hernandez",5300,16.1,3
"CHC","TB - McClanahan ( L )","Jonathan Villar","Patrick Wisdom",5000,16.1,3.2
"CHC","TB - McClanahan ( L )","Clint Frazier","Rafael Ortega",4900,16.1,3.3
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Matt Beaty",4500,16,3.6
"CIN","@SD - Manaea ( L )","Kyle Farmer","Mike Moustakas",4700,16,3.4
"PIT","@MIL - Lauer ( L )","Hoy Park","Ke'Bryan Hayes",5700,16,2.8
"CHC","TB - McClanahan ( L )","Patrick Wisdom","Rafael Ortega",4900,16,3.3
"PIT","@MIL - Lauer ( L )","Cole Tucker","Diego Castillo",4600,16,3.5
"ARI","@WAS - Gray ( R )","Daulton Varsho","Jordan Luplow",4400,15.9,3.6
"TB","@CHC - Hendricks ( R )","Brett Phillips","Ji-Man Choi",5500,15.9,2.9
"ATL","@LAD - Kershaw ( L )","Manny Pina","Travis d'Arnaud",5200,15.9,3.1
"CHC","TB - McClanahan ( L )","Ian Happ","Jonathan Villar",5400,15.9,2.9
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Michael Chavis",5400,15.8,2.9
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Keston Hiura",5000,15.8,3.2
"PHI","@COL - Kuhl ( R )","Johan Camargo","Simon Muzziotti",5000,15.8,3.2
"PIT","@MIL - Lauer ( L )","Cole Tucker","Yoshi Tsutsugo",5100,15.8,3.1
"CHC","TB - McClanahan ( L )","Jonathan Villar","Nick Madrigal",4900,15.8,3.2
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Marcell Ozuna",5300,15.8,3
"TB","@CHC - Hendricks ( R )","Brett Phillips","Wander Franco",5600,15.8,2.8
"OAK","BAL - Watkins ( R )","Seth Brown","Stephen Vogt",4500,15.8,3.5
"BAL","@OAK - Montas ( R )","Jorge Mateo","Robinson Chirinos",4700,15.8,3.4
"COL","PHI - Nola ( R )","Alan Trejo","Ryan McMahon",6400,15.8,2.5
"CHC","TB - McClanahan ( L )","Ian Happ","Rafael Ortega",5300,15.8,3
"OAK","BAL - Watkins ( R )","Sean Murphy","Stephen Vogt",4600,15.8,3.4
"PIT","@MIL - Lauer ( L )","Cole Tucker","Kevin Newman",5000,15.8,3.2
"SF","@NYM - Megill ( R )","Austin Slater","Mike Yastrzemski",4900,15.8,3.2
"ARI","@WAS - Gray ( R )","Pavin Smith","Yonny Hernandez",4300,15.8,3.7
"OAK","BAL - Watkins ( R )","Billy McKinney","Kevin Smith",4500,15.7,3.5
"SD","CIN - Lodolo ( L )","Austin Nola","C.J. Abrams",5200,15.7,3
"OAK","BAL - Watkins ( R )","Drew Jackson","Seth Brown",4500,15.7,3.5
"CHC","TB - McClanahan ( L )","Nick Madrigal","Rafael Ortega",4800,15.7,3.3
"WSH","ARI - Bumgarner ( L )","Josh Bell","Yadiel Hernandez",6300,15.7,2.5
"ATL","@LAD - Kershaw ( L )","Austin Riley","Manny Pina",5900,15.7,2.7
"OAK","BAL - Watkins ( R )","Drew Jackson","Sean Murphy",4600,15.7,3.4
"TB","@CHC - Hendricks ( R )","Manuel Margot","Taylor Walls",4800,15.7,3.3
"CIN","@SD - Manaea ( L )","Brandon Drury","Kyle Farmer",5000,15.7,3.1
"SD","CIN - Lodolo ( L )","C.J. Abrams","Ha-Seong Kim",4900,15.7,3.2
"MIL","PIT - Thompson ( R )","Jace Peterson","Tyrone Taylor",4500,15.7,3.5
"PIT","@MIL - Lauer ( L )","Diego Castillo","Roberto Perez",4600,15.7,3.4
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Seth Brown",4500,15.7,3.5
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Sean Murphy",4600,15.6,3.4
"COL","PHI - Nola ( R )","Elias Diaz","Sam Hilliard",5700,15.6,2.7
"OAK","BAL - Watkins ( R )","Stephen Vogt","Tony Kemp",4700,15.6,3.3
"OAK","BAL - Watkins ( R )","Seth Brown","Stephen Piscotty",4700,15.6,3.3
"OAK","BAL - Watkins ( R )","Sean Murphy","Stephen Piscotty",4800,15.6,3.2
"MIL","PIT - Thompson ( R )","Omar Narvaez","Tyrone Taylor",4200,15.6,3.7
"WSH","ARI - Bumgarner ( L )","Lane Thomas","Yadiel Hernandez",4900,15.6,3.2
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Will Smith",5800,15.6,2.7
"OAK","BAL - Watkins ( R )","Drew Jackson","Tony Kemp",4700,15.6,3.3
"SF","@NYM - Megill ( R )","Mike Yastrzemski","Tommy La Stella",4900,15.6,3.2
"NYM","SF - Cobb ( R )","Starling Marte","Tomas Nido",6000,15.6,2.6
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Nico Hoerner",4700,15.5,3.3
"PIT","@MIL - Lauer ( L )","Ben Gamel","Michael Chavis",5600,15.5,2.8
"PIT","@MIL - Lauer ( L )","Roberto Perez","Yoshi Tsutsugo",5100,15.5,3
"SF","@NYM - Megill ( R )","Curt Casali","Mike Yastrzemski",4700,15.5,3.3
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Tony Kemp",4700,15.5,3.3
"CIN","@SD - Manaea ( L )","Joey Votto","Tyler Naquin",5700,15.5,2.7
"PIT","@MIL - Lauer ( L )","Kevin Newman","Roberto Perez",5000,15.5,3.1
"OAK","BAL - Watkins ( R )","Stephen Piscotty","Tony Kemp",4900,15.5,3.2
"ATL","@LAD - Kershaw ( L )","Manny Pina","Marcell Ozuna",5100,15.4,3
"WSH","ARI - Bumgarner ( L )","Cesar Hernandez","Riley Adams",4700,15.4,3.3
"CHC","TB - McClanahan ( L )","Jonathan Villar","Seiya Suzuki",5800,15.4,2.7
"PHI","@COL - Kuhl ( R )","Alec Bohm","Matt Vierling",6100,15.4,2.5
"OAK","BAL - Watkins ( R )","Austin Allen","Seth Brown",4500,15.4,3.4
"HOU","LAA - Lorenzen ( R )","Jose Siri","Yordan Alvarez",5700,15.4,2.7
"CIN","@SD - Manaea ( L )","Jake Fraley","Kyle Farmer",4900,15.4,3.1
"COL","PHI - Nola ( R )","Alan Trejo","Charlie Blackmon",5900,15.4,2.6
"COL","PHI - Nola ( R )","Kris Bryant","Yonathan Daza",6600,15.4,2.3
"SF","@NYM - Megill ( R )","Austin Slater","Brandon Crawford",4900,15.4,3.1
"LAD","ATL - Ynoa ( R )","Austin Barnes","Chris Taylor",5200,15.3,3
"OAK","BAL - Watkins ( R )","Austin Allen","Sean Murphy",4600,15.3,3.3
"SF","@NYM - Megill ( R )","Luke Williams","Mike Yastrzemski",4700,15.3,3.3
"NYM","SF - Cobb ( R )","Brandon Nimmo","Starling Marte",7500,15.3,2
"NYM","SF - Cobb ( R )","Mark Canha","Starling Marte",6900,15.3,2.2
"TB","@CHC - Hendricks ( R )","Brett Phillips","Randy Arozarena",4800,15.3,3.2
"CHC","TB - McClanahan ( L )","Rafael Ortega","Seiya Suzuki",5700,15.3,2.7
"MIL","PIT - Thompson ( R )","Christian Yelich","Keston Hiura",5200,15.3,2.9
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Cedric Mullins",5000,15.3,3.1
"NYM","SF - Cobb ( R )","Pete Alonso","Tomas Nido",6000,15.2,2.5
"COL","PHI - Nola ( R )","Alan Trejo","Randal Grichuk",5700,15.2,2.7
"SF","@NYM - Megill ( R )","Mauricio Dubon","Mike Yastrzemski",4800,15.2,3.2
"OAK","BAL - Watkins ( R )","Elvis Andrus","Kevin Smith",4900,15.2,3.1
"CIN","@SD - Manaea ( L )","Brandon Drury","Mike Moustakas",4700,15.2,3.2
"ARI","@WAS - Gray ( R )","Carson Kelly","Yonny Hernandez",4100,15.2,3.7
"OAK","BAL - Watkins ( R )","Austin Allen","Tony Kemp",4700,15.2,3.2
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Mookie Betts",5900,15.2,2.6
"OAK","BAL - Watkins ( R )","Jed Lowrie","Stephen Vogt",4700,15.2,3.2
"CHC","TB - McClanahan ( L )","Frank Schwindel","Jason Heyward",5100,15.2,3
"SF","@NYM - Megill ( R )","Brandon Crawford","Tommy La Stella",4900,15.1,3.1
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Victor Caratini",4900,15.1,3.1
"PIT","@MIL - Lauer ( L )","Hoy Park","Michael Chavis",5000,15.1,3
"SF","@NYM - Megill ( R )","Brandon Crawford","Curt Casali",4700,15.1,3.2
"OAK","BAL - Watkins ( R )","Drew Jackson","Jed Lowrie",4700,15.1,3.2
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Trea Turner",6000,15.1,2.5
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Ozzie Albies",6000,15.1,2.5
"CHC","TB - McClanahan ( L )","Clint Frazier","Jason Heyward",4800,15.1,3.1
