"Team","Opp","Player1","Player2","Salary","Proj","Value"
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Lorenzo Cain",5100,21.1,4.1
"ATL","@LAD - Kershaw ( L )","Marcell Ozuna","Matt Olson",7000,21.1,3
"CIN","@SD - Manaea ( L )","Jonathan India","Tommy Pham",6200,21.1,3.4
"MIL","PIT - Thompson ( R )","Kolten Wong","Rowdy Tellez",5000,21.1,4.2
"SF","@NYM - Megill ( R )","Darin Ruf","Thairo Estrada",5700,21.1,3.7
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Jake Cronenworth",5600,21.1,3.8
"CHC","TB - McClanahan ( L )","Clint Frazier","Willson Contreras",5900,21.1,3.6
"ARI","@WAS - Gray ( R )","Carson Kelly","David Peralta",4600,21,4.6
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Jace Peterson",5200,21,4
"COL","PHI - Nola ( R )","Randal Grichuk","Ryan McMahon",7100,21,3
"SF","@NYM - Megill ( R )","Joc Pederson","Thairo Estrada",6100,21,3.4
"CHC","TB - McClanahan ( L )","Patrick Wisdom","Willson Contreras",5900,21,3.6
"TB","@CHC - Hendricks ( R )","Kevin Kiermaier","Mike Zunino",4300,21,4.9
"TB","@CHC - Hendricks ( R )","Mike Zunino","Yandy Diaz",4700,21,4.5
"LAD","ATL - Ynoa ( R )","Chris Taylor","Justin Turner",6600,21,3.2
"NYM","SF - Cobb ( R )","Pete Alonso","Robinson Cano",6600,21,3.2
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Ozzie Albies",6600,21,3.2
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Willy Adames",5300,21,4
"COL","PHI - Nola ( R )","C.J. Cron","Elias Diaz",7500,21,2.8
"BAL","@OAK - Montas ( R )","Austin Hays","Cedric Mullins",5500,21,3.8
"LAD","ATL - Ynoa ( R )","Freddie Freeman","Gavin Lux",6800,20.9,3.1
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Omar Narvaez",4900,20.9,4.3
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Yuli Gurriel",5200,20.9,4
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Marcell Ozuna",6300,20.9,3.3
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Josh Bell",6000,20.9,3.5
"LAA","@HOU - Garcia ( R )","Jared Walsh","Max Stassi",6000,20.9,3.5
"OAK","BAL - Watkins ( R )","Jed Lowrie","Sheldon Neuse",4900,20.9,4.3
"ARI","@WAS - Gray ( R )","Sergio Alcantara","Seth Beer",4600,20.9,4.5
"PHI","@COL - Kuhl ( R )","Garrett Stubbs","Jean Segura",6500,20.9,3.2
"ATL","@LAD - Kershaw ( L )","Austin Riley","Travis d'Arnaud",7100,20.8,2.9
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Chas McCormick",6000,20.8,3.5
"CIN","@SD - Manaea ( L )","Aristides Aquino","Jonathan India",5600,20.8,3.7
"SD","CIN - Lodolo ( L )","Jurickson Profar","Manny Machado",6900,20.8,3
"PHI","@COL - Kuhl ( R )","Bryson Stott","Jean Segura",7100,20.8,2.9
"ARI","@WAS - Gray ( R )","Carson Kelly","Christian Walker",4500,20.8,4.6
"NYM","SF - Cobb ( R )","Francisco Lindor","Robinson Cano",6500,20.8,3.2
"CHC","TB - McClanahan ( L )","Ian Happ","Willson Contreras",6300,20.8,3.3
"ARI","@WAS - Gray ( R )","David Peralta","Sergio Alcantara",4600,20.8,4.5
"PHI","@COL - Kuhl ( R )","Alec Bohm","Rhys Hoskins",7100,20.8,2.9
"LAD","ATL - Ynoa ( R )","Chris Taylor","Cody Bellinger",6300,20.8,3.3
"NYM","SF - Cobb ( R )","Jeff McNeil","Starling Marte",6900,20.8,3
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Lane Thomas",4600,20.7,4.5
"CHC","TB - McClanahan ( L )","Nick Madrigal","Willson Contreras",5800,20.7,3.6
"LAD","ATL - Ynoa ( R )","Max Muncy","Will Smith",7100,20.7,2.9
"SF","@NYM - Megill ( R )","Darin Ruf","Steven Duggar",5200,20.7,4
"MIL","PIT - Thompson ( R )","Kolten Wong","Lorenzo Cain",4900,20.7,4.2
"BAL","@OAK - Montas ( R )","Cedric Mullins","Trey Mancini",5500,20.7,3.8
"WSH","ARI - Bumgarner ( L )","Cesar Hernandez","Victor Robles",4900,20.7,4.2
"BAL","@OAK - Montas ( R )","Cedric Mullins","Ryan Mountcastle",6100,20.7,3.4
"OAK","BAL - Watkins ( R )","Cristian Pache","Seth Brown",4800,20.7,4.3
"OAK","BAL - Watkins ( R )","Billy McKinney","Elvis Andrus",5200,20.7,4
"OAK","BAL - Watkins ( R )","Cristian Pache","Sean Murphy",4900,20.6,4.2
"PIT","@MIL - Lauer ( L )","Ke'Bryan Hayes","Michael Chavis",6100,20.6,3.4
"COL","PHI - Nola ( R )","Brendan Rodgers","Ryan McMahon",6800,20.6,3
"WSH","ARI - Bumgarner ( L )","Keibert Ruiz","Maikel Franco",5400,20.6,3.8
"SF","@NYM - Megill ( R )","Joc Pederson","Steven Duggar",5600,20.6,3.7
"TB","@CHC - Hendricks ( R )","Brandon Lowe","Francisco Mejia",5900,20.6,3.5
"COL","PHI - Nola ( R )","Charlie Blackmon","Randal Grichuk",6600,20.6,3.1
"SD","CIN - Lodolo ( L )","Austin Nola","Ha-Seong Kim",5300,20.6,3.9
"CIN","@SD - Manaea ( L )","Aristides Aquino","Tommy Pham",5400,20.6,3.8
"NYM","SF - Cobb ( R )","Dominic Smith","Starling Marte",6200,20.6,3.3
"SF","@NYM - Megill ( R )","Darin Ruf","Joey Bart",5900,20.5,3.5
"ARI","@WAS - Gray ( R )","Christian Walker","Sergio Alcantara",4500,20.5,4.6
"ATL","@LAD - Kershaw ( L )","Marcell Ozuna","Travis d'Arnaud",6300,20.5,3.3
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Jake Marisnick",5200,20.5,3.9
"MIL","PIT - Thompson ( R )","Christian Yelich","Jace Peterson",5400,20.5,3.8
"PHI","@COL - Kuhl ( R )","Jean Segura","Simon Muzziotti",6500,20.5,3.2
"OAK","BAL - Watkins ( R )","Cristian Pache","Tony Kemp",5000,20.5,4.1
"LAD","ATL - Ynoa ( R )","Chris Taylor","Edwin Rios",5200,20.5,3.9
"NYM","SF - Cobb ( R )","Jeff McNeil","Pete Alonso",6900,20.5,3
"TB","@CHC - Hendricks ( R )","Ji-Man Choi","Taylor Walls",5600,20.4,3.7
"LAA","@HOU - Garcia ( R )","Jared Walsh","Tyler Wade",5300,20.4,3.9
"SF","@NYM - Megill ( R )","Joc Pederson","Joey Bart",6300,20.4,3.2
"LAA","@HOU - Garcia ( R )","Jared Walsh","Taylor Ward",5600,20.4,3.6
"CIN","@SD - Manaea ( L )","Jonathan India","Tyler Stephenson",6300,20.4,3.2
"MIL","PIT - Thompson ( R )","Christian Yelich","Omar Narvaez",5100,20.4,4
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Rowdy Tellez",4700,20.4,4.3
"COL","PHI - Nola ( R )","Connor Joe","Elias Diaz",6900,20.4,3
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Manny Machado",6300,20.4,3.2
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Justin Turner",6500,20.4,3.1
"ATL","@LAD - Kershaw ( L )","Austin Riley","Marcell Ozuna",7000,20.4,2.9
"LAA","@HOU - Garcia ( R )","Jared Walsh","Jo Adell",5700,20.4,3.6
"TB","@CHC - Hendricks ( R )","Taylor Walls","Wander Franco",5700,20.4,3.6
"WSH","ARI - Bumgarner ( L )","Josh Bell","Victor Robles",5900,20.4,3.4
"LAD","ATL - Ynoa ( R )","Max Muncy","Mookie Betts",7200,20.4,2.8
"TB","@CHC - Hendricks ( R )","Josh Lowe","Kevin Kiermaier",4600,20.3,4.4
"TB","@CHC - Hendricks ( R )","Josh Lowe","Yandy Diaz",5000,20.3,4.1
"CHC","TB - McClanahan ( L )","Seiya Suzuki","Willson Contreras",6700,20.3,3
"ARI","@WAS - Gray ( R )","Geraldo Perdomo","Seth Beer",4900,20.3,4.1
"OAK","BAL - Watkins ( R )","Billy McKinney","Chad Pinder",5200,20.3,3.9
"NYM","SF - Cobb ( R )","James McCann","Starling Marte",6500,20.3,3.1
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Jared Walsh",5300,20.3,3.8
"NYM","SF - Cobb ( R )","Francisco Lindor","Jeff McNeil",6800,20.3,3
"NYM","SF - Cobb ( R )","Dominic Smith","Pete Alonso",6200,20.3,3.3
"LAD","ATL - Ynoa ( R )","Max Muncy","Trea Turner",7300,20.2,2.8
"ARI","@WAS - Gray ( R )","David Peralta","Geraldo Perdomo",4900,20.2,4.1
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Yordan Alvarez",6300,20.2,3.2
"COL","PHI - Nola ( R )","Brendan Rodgers","Charlie Blackmon",6300,20.2,3.2
"WSH","ARI - Bumgarner ( L )","Lane Thomas","Victor Robles",4500,20.2,4.5
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Matt Olson",6300,20.2,3.2
"TB","@CHC - Hendricks ( R )","Kevin Kiermaier","Yandy Diaz",4600,20.2,4.4
"CIN","@SD - Manaea ( L )","Tommy Pham","Tyler Stephenson",6100,20.2,3.3
"COL","PHI - Nola ( R )","Jose Iglesias","Kris Bryant",7200,20.1,2.8
"BAL","@OAK - Montas ( R )","Cedric Mullins","Rougned Odor",5200,20.1,3.9
"SF","@NYM - Megill ( R )","Thairo Estrada","Wilmer Flores",5400,20.1,3.7
"LAD","ATL - Ynoa ( R )","Edwin Rios","Justin Turner",5400,20.1,3.7
"COL","PHI - Nola ( R )","Brendan Rodgers","Randal Grichuk",6100,20.1,3.3
"NYM","SF - Cobb ( R )","Dominic Smith","Francisco Lindor",6100,20.1,3.3
"PHI","@COL - Kuhl ( R )","Alec Bohm","Kyle Schwarber",6700,20.1,3
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Jose Rojas",5000,20.1,4
"OAK","BAL - Watkins ( R )","Cristian Pache","Jed Lowrie",5000,20,4
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Jace Peterson",5200,20,3.9
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Diego Castillo",5200,20,3.9
"NYM","SF - Cobb ( R )","James McCann","Pete Alonso",6500,20,3.1
"BAL","@OAK - Montas ( R )","Cedric Mullins","Ramon Urias",5300,20,3.8
"ARI","@WAS - Gray ( R )","Carson Kelly","Pavin Smith",4400,20,4.5
"ARI","@WAS - Gray ( R )","Christian Walker","Geraldo Perdomo",4800,20,4.2
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Eddie Rosario",5600,20,3.6
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Matt Olson",6500,20,3.1
"NYM","SF - Cobb ( R )","Starling Marte","Travis Jankowski",6500,20,3.1
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Omar Narvaez",4900,19.9,4.1
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Maikel Franco",5000,19.9,4
"ATL","@LAD - Kershaw ( L )","Orlando Arcia","Ozzie Albies",6400,19.9,3.1
"LAD","ATL - Ynoa ( R )","Freddie Freeman","Max Muncy",7000,19.9,2.8
"TB","@CHC - Hendricks ( R )","Randy Arozarena","Taylor Walls",4900,19.9,4.1
"SD","CIN - Lodolo ( L )","Jurickson Profar","Trent Grisham",5400,19.9,3.7
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Yoshi Tsutsugo",5700,19.9,3.5
"CIN","@SD - Manaea ( L )","Aristides Aquino","Tyler Stephenson",5500,19.9,3.6
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Edwin Rios",5100,19.9,3.9
"MIL","PIT - Thompson ( R )","Jace Peterson","Willy Adames",5400,19.9,3.7
"BAL","@OAK - Montas ( R )","Anthony Santander","Cedric Mullins",5800,19.8,3.4
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Kevin Newman",5600,19.8,3.5
"NYM","SF - Cobb ( R )","Francisco Lindor","James McCann",6400,19.8,3.1
"COL","PHI - Nola ( R )","C.J. Cron","Jose Iglesias",7400,19.8,2.7
"PIT","@MIL - Lauer ( L )","Jake Marisnick","Ke'Bryan Hayes",5700,19.8,3.5
"OAK","BAL - Watkins ( R )","Chad Pinder","Elvis Andrus",5600,19.8,3.5
"MIL","PIT - Thompson ( R )","Omar Narvaez","Willy Adames",5100,19.8,3.9
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Dansby Swanson",5800,19.7,3.4
"CIN","@SD - Manaea ( L )","Joey Votto","Jonathan India",6200,19.7,3.2
"OAK","BAL - Watkins ( R )","Billy McKinney","Sheldon Neuse",4600,19.7,4.3
"ARI","@WAS - Gray ( R )","Pavin Smith","Sergio Alcantara",4400,19.7,4.5
"SF","@NYM - Megill ( R )","Steven Duggar","Wilmer Flores",4900,19.7,4
"SD","CIN - Lodolo ( L )","Jurickson Profar","Luke Voit",5700,19.6,3.4
"NYM","SF - Cobb ( R )","Pete Alonso","Travis Jankowski",6500,19.6,3
"LAD","ATL - Ynoa ( R )","Chris Taylor","Gavin Lux",6400,19.6,3.1
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Keibert Ruiz",5000,19.6,3.9
"MIL","PIT - Thompson ( R )","Jace Peterson","Kolten Wong",5000,19.6,3.9
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Travis d'Arnaud",5600,19.6,3.5
"SD","CIN - Lodolo ( L )","Jurickson Profar","Wil Myers",5500,19.6,3.6
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Willson Contreras",5700,19.6,3.4
"TB","@CHC - Hendricks ( R )","Mike Zunino","Taylor Walls",4300,19.6,4.5
"SF","@NYM - Megill ( R )","Joey Bart","Wilmer Flores",5600,19.5,3.5
"COL","PHI - Nola ( R )","Kris Bryant","Sam Hilliard",6600,19.5,3
"LAA","@HOU - Garcia ( R )","Brandon Marsh","Jose Rojas",4600,19.5,4.2
"MIL","PIT - Thompson ( R )","Kolten Wong","Omar Narvaez",4700,19.5,4.1
"COL","PHI - Nola ( R )","Elias Diaz","Ryan McMahon",7100,19.5,2.7
"SD","CIN - Lodolo ( L )","Jake Cronenworth","Jurickson Profar",5900,19.5,3.3
"CIN","@SD - Manaea ( L )","Joey Votto","Tommy Pham",6000,19.5,3.2
"NYM","SF - Cobb ( R )","Francisco Lindor","Travis Jankowski",6400,19.5,3
"BAL","@OAK - Montas ( R )","Austin Hays","Trey Mancini",5000,19.5,3.9
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Trent Grisham",4800,19.4,4.1
"ATL","@LAD - Kershaw ( L )","Austin Riley","Eddie Rosario",6300,19.4,3.1
"BAL","@OAK - Montas ( R )","Austin Hays","Ryan Mountcastle",5600,19.4,3.5
"CHC","TB - McClanahan ( L )","Clint Frazier","Frank Schwindel",5300,19.4,3.7
"ARI","@WAS - Gray ( R )","Ketel Marte","Yonny Hernandez",5000,19.4,3.9
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Travis d'Arnaud",5800,19.4,3.3
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Jose Altuve",6000,19.4,3.2
"WSH","ARI - Bumgarner ( L )","Maikel Franco","Victor Robles",4900,19.4,4
"CHC","TB - McClanahan ( L )","Frank Schwindel","Patrick Wisdom",5300,19.3,3.6
"MIL","PIT - Thompson ( R )","Jace Peterson","Rowdy Tellez",4800,19.3,4
"SF","@NYM - Megill ( R )","Steven Duggar","Thairo Estrada",5300,19.3,3.6
"PIT","@MIL - Lauer ( L )","Diego Castillo","Ke'Bryan Hayes",5700,19.3,3.4
"LAD","ATL - Ynoa ( R )","Gavin Lux","Justin Turner",6600,19.3,2.9
"CHC","TB - McClanahan ( L )","Clint Frazier","Patrick Wisdom",5000,19.3,3.9
"COL","PHI - Nola ( R )","Connor Joe","Jose Iglesias",6800,19.2,2.8
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Michael Brantley",5400,19.2,3.6
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Luke Voit",5100,19.2,3.8
"NYM","SF - Cobb ( R )","Eduardo Escobar","Robinson Cano",6200,19.2,3.1
"ATL","@LAD - Kershaw ( L )","Austin Riley","Dansby Swanson",6500,19.2,3
"OAK","BAL - Watkins ( R )","Elvis Andrus","Sheldon Neuse",5000,19.2,3.8
"MIL","PIT - Thompson ( R )","Omar Narvaez","Rowdy Tellez",4500,19.2,4.3
"BAL","@OAK - Montas ( R )","Ryan Mountcastle","Trey Mancini",5600,19.2,3.4
"LAA","@HOU - Garcia ( R )","Jose Rojas","Max Stassi",4800,19.2,4
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Kyle Tucker",6100,19.2,3.1
"COL","PHI - Nola ( R )","C.J. Cron","Sam Hilliard",6800,19.2,2.8
"CIN","@SD - Manaea ( L )","Aristides Aquino","Joey Votto",5400,19.2,3.6
"ARI","@WAS - Gray ( R )","Geraldo Perdomo","Pavin Smith",4700,19.2,4.1
"ARI","@WAS - Gray ( R )","Carson Kelly","Sergio Alcantara",4200,19.1,4.6
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Wil Myers",4900,19.1,3.9
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Marcell Ozuna",5500,19.1,3.5
"CHC","TB - McClanahan ( L )","Frank Schwindel","Ian Happ",5700,19.1,3.4
"PIT","@MIL - Lauer ( L )","Ke'Bryan Hayes","Yoshi Tsutsugo",6200,19.1,3.1
"SF","@NYM - Megill ( R )","Joey Bart","Thairo Estrada",6000,19.1,3.2
"BAL","@OAK - Montas ( R )","Cedric Mullins","Jorge Mateo",5500,19.1,3.5
"PIT","@MIL - Lauer ( L )","Ke'Bryan Hayes","Kevin Newman",6100,19.1,3.1
"CHC","TB - McClanahan ( L )","Frank Schwindel","Nick Madrigal",5200,19.1,3.7
"COL","PHI - Nola ( R )","Charlie Blackmon","Elias Diaz",6600,19.1,2.9
"WSH","ARI - Bumgarner ( L )","Keibert Ruiz","Victor Robles",4900,19.1,3.9
"SD","CIN - Lodolo ( L )","Jake Cronenworth","Jorge Alfaro",5300,19.1,3.6
"CHC","TB - McClanahan ( L )","Clint Frazier","Ian Happ",5400,19.1,3.5
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Gavin Lux",6300,19,3
"PHI","@COL - Kuhl ( R )","Didi Gregorius","Garrett Stubbs",5300,19,3.6
"CHC","TB - McClanahan ( L )","Clint Frazier","Nick Madrigal",4900,19,3.9
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Brandon Marsh",5600,19,3.4
"CHC","TB - McClanahan ( L )","Ian Happ","Patrick Wisdom",5400,19,3.5
"SD","CIN - Lodolo ( L )","Austin Nola","Jurickson Profar",5600,19,3.4
"PHI","@COL - Kuhl ( R )","Bryson Stott","Didi Gregorius",5900,19,3.2
"COL","PHI - Nola ( R )","Elias Diaz","Randal Grichuk",6400,18.9,3
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Tyrone Taylor",4900,18.9,3.9
"PIT","@MIL - Lauer ( L )","Jake Marisnick","Michael Chavis",5000,18.9,3.8
"CIN","@SD - Manaea ( L )","Jonathan India","Kyle Farmer",5700,18.9,3.3
"CHC","TB - McClanahan ( L )","Nick Madrigal","Patrick Wisdom",4900,18.9,3.9
"COL","PHI - Nola ( R )","Dom Nunez","Kris Bryant",6600,18.9,2.9
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Marcell Ozuna",5700,18.9,3.3
"TB","@CHC - Hendricks ( R )","Josh Lowe","Taylor Walls",4600,18.9,4.1
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Jurickson Profar",5300,18.9,3.6
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Yuli Gurriel",5400,18.9,3.5
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Cole Tucker",5200,18.9,3.6
"MIL","PIT - Thompson ( R )","Jace Peterson","Lorenzo Cain",4700,18.9,4
"ATL","@LAD - Kershaw ( L )","Matt Olson","Orlando Arcia",6300,18.9,3
"OAK","BAL - Watkins ( R )","Billy McKinney","Cristian Pache",4700,18.9,4
"BAL","@OAK - Montas ( R )","Cedric Mullins","Robinson Chirinos",5200,18.9,3.6
"BAL","@OAK - Montas ( R )","Austin Hays","Rougned Odor",4700,18.9,4
"OAK","BAL - Watkins ( R )","Chad Pinder","Sheldon Neuse",5000,18.8,3.8
"TB","@CHC - Hendricks ( R )","Ji-Man Choi","Manuel Margot",6200,18.8,3
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Jeremy Pena",6200,18.8,3
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Omar Narvaez",4400,18.8,4.3
"CIN","@SD - Manaea ( L )","Joey Votto","Tyler Stephenson",6100,18.8,3.1
"LAA","@HOU - Garcia ( R )","Jose Rojas","Tyler Wade",4100,18.8,4.6
"CHC","TB - McClanahan ( L )","Nico Hoerner","Willson Contreras",5800,18.8,3.2
"TB","@CHC - Hendricks ( R )","Kevin Kiermaier","Taylor Walls",4200,18.8,4.5
"TB","@CHC - Hendricks ( R )","Taylor Walls","Yandy Diaz",4600,18.8,4.1
"LAA","@HOU - Garcia ( R )","Jose Rojas","Taylor Ward",4400,18.8,4.3
"LAD","ATL - Ynoa ( R )","Edwin Rios","Gavin Lux",5200,18.8,3.6
"BAL","@OAK - Montas ( R )","Austin Hays","Ramon Urias",4800,18.7,3.9
"SF","@NYM - Megill ( R )","Joey Bart","Steven Duggar",5500,18.7,3.4
"CHC","TB - McClanahan ( L )","Ian Happ","Nick Madrigal",5300,18.7,3.5
"TB","@CHC - Hendricks ( R )","Manuel Margot","Wander Franco",6300,18.7,3
"NYM","SF - Cobb ( R )","Eduardo Escobar","Jeff McNeil",6500,18.7,2.9
"CIN","@SD - Manaea ( L )","Kyle Farmer","Tommy Pham",5500,18.7,3.4
"LAA","@HOU - Garcia ( R )","Jo Adell","Jose Rojas",4500,18.7,4.2
"CHC","TB - McClanahan ( L )","Frank Schwindel","Seiya Suzuki",6100,18.7,3.1
"PHI","@COL - Kuhl ( R )","Didi Gregorius","Simon Muzziotti",5300,18.7,3.5
"PHI","@COL - Kuhl ( R )","Alec Bohm","Jean Segura",7200,18.7,2.6
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Max Stassi",5800,18.7,3.2
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Orlando Arcia",5600,18.7,3.3
"ARI","@WAS - Gray ( R )","Daulton Varsho","Yonny Hernandez",4400,18.6,4.2
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Roberto Perez",5200,18.6,3.6
"BAL","@OAK - Montas ( R )","Rougned Odor","Trey Mancini",4700,18.6,4
"ARI","@WAS - Gray ( R )","Carson Kelly","Geraldo Perdomo",4500,18.6,4.1
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Jose Rojas",4100,18.6,4.5
"COL","PHI - Nola ( R )","Connor Joe","Sam Hilliard",6200,18.6,3
"HOU","LAA - Lorenzen ( R )","Martin Maldonado","Yordan Alvarez",5900,18.6,3.2
"CHC","TB - McClanahan ( L )","Clint Frazier","Seiya Suzuki",5800,18.6,3.2
"BAL","@OAK - Montas ( R )","Anthony Santander","Austin Hays",5300,18.6,3.5
"BAL","@OAK - Montas ( R )","Rougned Odor","Ryan Mountcastle",5300,18.6,3.5
"LAD","ATL - Ynoa ( R )","Chris Taylor","Max Muncy",6600,18.6,2.8
"COL","PHI - Nola ( R )","C.J. Cron","Dom Nunez",6800,18.6,2.7
"COL","PHI - Nola ( R )","Brendan Rodgers","Elias Diaz",6100,18.6,3
"SD","CIN - Lodolo ( L )","Austin Nola","Jorge Alfaro",5000,18.5,3.7
"CHC","TB - McClanahan ( L )","Patrick Wisdom","Seiya Suzuki",5800,18.5,3.2
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Jeremy Pena",5000,18.5,3.7
"NYM","SF - Cobb ( R )","Dominic Smith","Eduardo Escobar",5800,18.5,3.2
"BAL","@OAK - Montas ( R )","Ramon Urias","Trey Mancini",4800,18.5,3.9
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Jorge Alfaro",4700,18.5,3.9
"BAL","@OAK - Montas ( R )","Ramon Urias","Ryan Mountcastle",5400,18.5,3.4
"TB","@CHC - Hendricks ( R )","Brandon Lowe","Brett Phillips",5500,18.5,3.4
"CIN","@SD - Manaea ( L )","Jonathan India","Mike Moustakas",5400,18.5,3.4
"PIT","@MIL - Lauer ( L )","Diego Castillo","Michael Chavis",5000,18.4,3.7
"MIL","PIT - Thompson ( R )","Christian Yelich","Tyrone Taylor",5100,18.4,3.6
"WSH","ARI - Bumgarner ( L )","Nelson Cruz","Yadiel Hernandez",5600,18.4,3.3
"CIN","@SD - Manaea ( L )","Aristides Aquino","Kyle Farmer",4900,18.4,3.8
"OAK","BAL - Watkins ( R )","Cristian Pache","Elvis Andrus",5100,18.4,3.6
"BAL","@OAK - Montas ( R )","Anthony Santander","Trey Mancini",5300,18.4,3.5
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Victor Robles",4500,18.3,4.1
"COL","PHI - Nola ( R )","Jose Iglesias","Ryan McMahon",7000,18.3,2.6
"ARI","@WAS - Gray ( R )","Geraldo Perdomo","Sergio Alcantara",4500,18.3,4.1
"NYM","SF - Cobb ( R )","Jeff McNeil","Robinson Cano",5500,18.3,3.3
"BAL","@OAK - Montas ( R )","Anthony Santander","Ryan Mountcastle",5900,18.3,3.1
"CHC","TB - McClanahan ( L )","Ian Happ","Seiya Suzuki",6200,18.3,3
"ATL","@LAD - Kershaw ( L )","Orlando Arcia","Travis d'Arnaud",5600,18.3,3.3
"PIT","@MIL - Lauer ( L )","Michael Chavis","Yoshi Tsutsugo",5500,18.3,3.3
"CHC","TB - McClanahan ( L )","Nick Madrigal","Seiya Suzuki",5700,18.3,3.2
"TB","@CHC - Hendricks ( R )","Manuel Margot","Randy Arozarena",5500,18.2,3.3
"PIT","@MIL - Lauer ( L )","Kevin Newman","Michael Chavis",5400,18.2,3.4
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Tyler Wade",5100,18.2,3.6
"NYM","SF - Cobb ( R )","Eduardo Escobar","James McCann",6100,18.2,3
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Taylor Ward",5400,18.2,3.4
"CIN","@SD - Manaea ( L )","Mike Moustakas","Tommy Pham",5200,18.2,3.5
"LAD","ATL - Ynoa ( R )","Justin Turner","Max Muncy",6800,18.2,2.7
"PIT","@MIL - Lauer ( L )","Cole Tucker","Ke'Bryan Hayes",5700,18.2,3.2
"LAA","@HOU - Garcia ( R )","Anthony Rendon","Jo Adell",5500,18.1,3.3
"SF","@NYM - Megill ( R )","Austin Slater","Brandon Belt",5900,18.1,3.1
"NYM","SF - Cobb ( R )","Dominic Smith","Robinson Cano",4800,18.1,3.8
"ATL","@LAD - Kershaw ( L )","Austin Riley","Orlando Arcia",6300,18.1,2.9
"CIN","@SD - Manaea ( L )","Brandon Drury","Jonathan India",5700,18.1,3.2
"LAA","@HOU - Garcia ( R )","Brandon Marsh","Max Stassi",5400,18.1,3.4
"SD","CIN - Lodolo ( L )","Eric Hosmer","Manny Machado",6900,18.1,2.6
"LAA","@HOU - Garcia ( R )","Andrew Velazquez","Anthony Rendon",5100,18.1,3.5
"HOU","LAA - Lorenzen ( R )","Niko Goodrum","Yordan Alvarez",5700,18.1,3.2
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Ji-Man Choi",5900,18,3.1
"COL","PHI - Nola ( R )","Connor Joe","Dom Nunez",6200,18,2.9
"OAK","BAL - Watkins ( R )","Chad Pinder","Cristian Pache",5100,18,3.5
